"pwsid","total_pop","mhi","hh_inc_lowest_quintile","black_alone_per","asian_alone_per","white_alone_per","AIAN_alone_per","NAPI_alone_per","other_alone_per","mixed_alone_per","hisp_alone_per","ageunder_5_per","age_over_61_per","bachelors_per","laborforce_unemployed_per","water_rate_less_125_per","water_rate_between_125_249_per","water_rate_between_250_499_per","water_rate_between_500_749_per","water_rate_between_750_999_per","water_rate_over_1000_per","hh_below_pov_per","hh_rent_home_per","hh_own_home_per","poc_alone_per","pop_in_pov_per","no_health_insurance_per","epic_pop_density","most_common_rate_tidy"
"CT1180021",897,191524,112534,1.92,3.37,85.83,0,0,1.84,7.04,2.57,6.14,16.7,35.38,3.42,20.03,6.56,11.46,46.18,4.55,11.2,1.05,4.28,95.72,14.17,1.23,1.38,919,"Most people pay between $500-749 for water & sewer annually"
"CT1180041",262,146037,69350,1.99,4.04,86.12,0.03,0,0.96,6.87,4.73,4.68,26,32.79,3.93,18.66,6.99,17.04,25.21,21.61,10.49,4.99,12.3,87.7,13.88,7.16,2.93,571,"Most people pay between $500-749 for water & sewer annually"
"CT1180091",146,NA,NA,1.9,3.32,85.85,0,0,1.93,6.99,2.27,6.28,15.6,35.8,3.37,20.17,6.53,11.08,47.73,3.12,11.36,0.6,3.3,96.7,14.15,0.58,1.29,1095,"Most people pay between $500-749 for water & sewer annually"
"CT1189161",116,NA,NA,3.3,5.63,84.33,0.16,0,0.95,5.62,5.01,3.2,20.24,34.58,3.23,35.57,8.7,24.47,15.14,7.86,8.26,3.49,22.54,77.46,15.67,3.54,5.51,1196,"Most people pay < $125 for water & sewer annually"
"CT1189171",144,NA,NA,1.47,5.22,89.62,0.26,0,1.06,2.38,0.05,3.42,18.21,41.84,3.15,21.37,7.18,19.69,22.6,10.69,18.47,4.98,7.16,92.84,10.38,4.24,6.89,995,"Most people pay between $500-749 for water & sewer annually"
"CT1200071",11,107328,50923,0.19,3.47,94.53,0,0,0,1.81,3.09,2.9,33.84,33.55,3.62,0,0,0,11.43,37.14,51.43,4.45,22.67,77.33,5.47,4.48,0.95,146,"Most people pay > $1000 for water & sewer annually"
"CT1210011",20,NA,NA,1.34,1.29,89.7,0,0,3.92,3.75,5.9,4.4,20.16,32.36,1.27,18.75,0,52.08,0,0,29.17,2.78,14.95,85.05,10.3,4.7,2.1,439,"Most people pay between $250-499 for water & sewer annually"
"CT1210021",68,108953,64912,1.34,1.29,89.7,0,0,3.92,3.75,5.9,4.4,20.16,32.36,1.27,18.75,0,52.08,0,0,29.17,2.78,14.95,85.05,10.3,4.7,2.1,658,"Most people pay between $250-499 for water & sewer annually"
"CT1219111",18,NA,NA,1.34,1.29,89.7,0,0,3.92,3.75,5.9,4.4,20.16,32.36,1.27,18.75,0,52.08,0,0,29.17,2.78,14.95,85.05,10.3,4.7,2.1,314,"Most people pay between $250-499 for water & sewer annually"
"CT1219141",156,108953,64912,1.34,1.29,89.7,0,0,3.92,3.75,5.9,4.4,20.16,32.36,1.27,18.75,0,52.08,0,0,29.17,2.78,14.95,85.05,10.3,4.7,2.1,465,"Most people pay between $250-499 for water & sewer annually"
"CT1220011",1543,87688,47096,0.67,0.99,95.58,0,0,0.49,2.27,2.05,3.38,36.91,24.66,14.34,21.45,8.82,23.01,17.65,14.19,14.88,2.34,28,72,4.42,4.26,4.57,322,"Most people pay between $250-499 for water & sewer annually"
"CT1220061",39,NA,NA,0.67,0.99,95.58,0,0,0.49,2.27,2.05,3.38,36.91,24.66,14.34,21.45,8.82,23.01,17.65,14.19,14.88,2.34,28,72,4.42,4.26,4.57,178,"Most people pay between $250-499 for water & sewer annually"
"CT1221031",36,87688,47096,0.67,0.99,95.58,0,0,0.49,2.27,2.05,3.38,36.91,24.66,14.34,21.45,8.82,23.01,17.65,14.19,14.88,2.34,28,72,4.42,4.26,4.57,266,"Most people pay between $250-499 for water & sewer annually"
"CT1240011",17854,86265,39907,2.28,1.35,88.07,0.13,0.1,3.98,4.08,10.14,3.31,23.9,18.41,5.24,12.58,10.67,27.69,23.45,9.76,15.86,4.11,25.5,74.5,11.93,4.21,4.27,1535,"Most people pay between $250-499 for water & sewer annually"
"CT1250011",588,93385,36864,0.22,1.64,90.22,0,0,7.84,0.07,2.72,2.76,38.6,36.25,1.87,4.67,29.44,19.16,36.45,5.14,5.14,7.26,29.98,70.02,9.78,12.13,2.91,291,"Most people pay between $500-749 for water & sewer annually"
"CT1250021",8,93385,36864,0.22,1.64,90.22,0,0,7.84,0.07,2.72,2.76,38.6,36.25,1.87,4.67,29.44,19.16,36.45,5.14,5.14,7.26,29.98,70.02,9.78,12.13,2.91,83,"Most people pay between $500-749 for water & sewer annually"
"CT1270021",205,123981,62408,0.54,1.54,89.6,0,0,4.16,4.16,6.11,3.94,32.6,36.15,4.77,10.26,1.1,35.84,33.72,7.79,11.29,2.84,10.29,89.71,10.4,1.91,2.55,190,"Most people pay between $250-499 for water & sewer annually"
"CT1280011",1199,107647,54250,0.22,4.3,88.99,2.15,0,0.74,3.61,5.78,4.38,12.63,26.52,11.42,4.82,9.02,34.33,29.95,9.94,11.95,6.49,27.9,72.1,11.01,8.35,6.09,1858,"Most people pay between $250-499 for water & sewer annually"
"CT1280021",17314,131248,55801,3.63,3.42,87.77,0.4,0.02,1.51,3.26,6.11,5.36,21.75,37.24,4.28,15.59,8.96,37.09,22.69,8.67,6.99,6.18,22.04,77.96,12.23,6.49,1.68,1056,"Most people pay between $250-499 for water & sewer annually"
"CT1280051",126,NA,NA,0.61,3.64,91.58,0,0,0.59,3.58,4.86,4.88,26.03,40.76,3.72,19.67,7.69,35.94,23.78,5.07,7.87,5.1,15.43,84.57,8.42,4.53,2.72,282,"Most people pay between $250-499 for water & sewer annually"
"CT1299031",437,110726,60157,0.02,0.35,96.23,0,0,0.9,2.5,2.71,5.35,28.87,29.4,2.88,10.2,15.89,21.81,20.22,10.8,21.08,3.08,8.26,91.74,3.77,1.58,2.49,575,"Most people pay between $250-499 for water & sewer annually"
"CT1300011",283,71276,29801,4.05,3.21,88.15,0.08,0,2.19,2.33,6.5,3.15,34.09,24.14,6.26,2.13,5.97,13.87,9.9,44.84,23.29,3.9,14.17,85.83,11.85,7.7,1.54,293,"Most people pay between $750-999 for water & sewer annually"
"CT1300021",9585,76374,37433,3.33,5.03,88.15,0,0,0.9,2.59,3.83,2.58,43.77,26.19,5.13,6.74,8.16,16.16,11.83,39.43,17.68,4.79,17.66,82.34,11.85,3.57,0.93,847,"Most people pay between $750-999 for water & sewer annually"
"CT1300031",808,140583,72545,0.25,2.93,90.48,0,0,0.53,5.81,11.43,6.1,13.71,26.13,2.96,9.25,13.58,61.27,0,15.9,0,0,4.48,95.52,9.52,0.28,1.22,1669,"Most people pay between $250-499 for water & sewer annually"
"CT1300071",199,115750,50140,1.61,1.03,91.92,0.11,0,3.33,1.99,7.93,4.17,24.78,23.98,6.36,5.33,32,12,26.67,20,4,4.08,9.59,90.41,8.08,10.53,2.14,1325,"Most people pay between $125-249 for water & sewer annually"
"CT1310011",40103,102267,47785,2.76,2.85,89.16,0.04,0,1.6,3.6,5.24,4.18,24.58,23.86,3.48,8.94,12.49,26.12,21.9,14.3,16.27,4.79,16.79,83.21,10.84,4.81,2.25,1680,"Most people pay between $250-499 for water & sewer annually"
"CT1310031",133,NA,NA,1.58,1.52,90.53,0.23,0,2.53,3.62,5.02,7.92,23.36,32.87,2.06,13.94,7.91,17.96,28.77,18.34,13.07,1.73,7.69,92.31,9.47,0.72,3.01,1862,"Most people pay between $500-749 for water & sewer annually"
"CT1330021",668,78399,37717,4.09,2.06,86.8,1.12,0,0.61,5.31,8.39,6.02,21.93,10.67,2.76,16.93,2.65,8.99,37.04,10.05,24.34,11.26,33.19,66.81,13.2,13.14,6.46,1041,"Most people pay between $500-749 for water & sewer annually"
"CT1340011",3348,68323,31135,0.41,0.11,95.34,0.06,0,0.58,3.5,6.27,6.07,20.03,15.52,4.33,1.65,17.65,25.31,23.35,13.05,18.99,12.83,37.81,62.19,4.66,8.94,4.46,1054,"Most people pay between $250-499 for water & sewer annually"
"CT1340032",36,104063,53819,0.56,1.14,93.96,0,0,0.18,4.17,1.52,2.45,24.8,22.68,6.06,4.5,21.17,48.65,0,0,25.68,3.7,9.73,90.27,6.04,3.53,3.82,185,"Most people pay between $250-499 for water & sewer annually"
"CT1341303",105,105144,57803,0,0,89.05,0.26,0,9,1.69,2.31,4.88,19.86,23.45,2.54,20,13.1,22.76,5.52,28.28,10.34,3.3,17.03,82.97,10.95,2.6,1.48,216,"Most people pay between $750-999 for water & sewer annually"
"CT1350011",210,187297,73382,2.43,5.7,81.53,0.45,0,0.9,8.98,5.38,2.88,18.55,36.16,2.62,10.26,13.68,0,68.38,7.69,0,3.38,2.45,97.55,18.47,2.62,1.9,530,"Most people pay between $500-749 for water & sewer annually"
"CT1360011",220,86394,30306,2.92,0.44,90.8,1.42,0,1.11,3.31,3.22,7.2,17.75,10.22,7.01,4.08,21.43,27.55,14.8,8.16,23.98,14.9,20.32,79.68,9.2,17.06,1.23,324,"Most people pay between $250-499 for water & sewer annually"
"CT1370011",11207,109969,54825,1.95,3.53,85.14,0.52,0,0.78,8.08,2.94,2.9,35.17,28.6,4.2,13.29,8.91,25.27,22.38,19.84,10.31,3.82,21.25,78.75,14.86,3.52,3.13,1015,"Most people pay between $250-499 for water & sewer annually"
"CT1370051",479,114917,60850,1.82,3.84,76.33,1.17,0,1.12,15.72,1.99,4.43,38.25,26.45,3.79,23.39,11.39,22.95,24.27,8.12,9.89,4.2,25.5,74.5,23.67,4.09,4.82,596,"Most people pay between $500-749 for water & sewer annually"
"CT1370071",276,108333,45115,4.78,0.42,92.27,0,0,0.25,2.28,4.36,3.51,33.02,23.04,3.96,28.14,13.17,38.32,7.78,0,12.57,4.62,15.79,84.21,7.73,2.77,4.72,1443,"Most people pay between $250-499 for water & sewer annually"
"CT1390021",628,108375,59635,1.31,0,91.56,0,0,0.39,6.74,3.3,2.62,22.41,24.15,4.33,4.09,20.2,26.09,31.97,0,17.65,4.5,2.29,97.71,8.44,1.96,0,591,"Most people pay between $500-749 for water & sewer annually"
"CT1400011",4415,85205,38086,1.1,2.58,93.04,0,0,0.74,2.54,8.29,5.5,23.6,20.13,3.79,4.48,3.75,42.17,11.81,12.85,24.95,8.03,24.67,75.33,6.96,5.01,2.65,1281,"Most people pay between $250-499 for water & sewer annually"
"CT1410011",1287,73009,38528,0.07,0.06,96.38,0.02,0,0.84,2.64,1.37,3.6,28.39,17.87,3.25,0,1.84,28.27,19.76,27.27,22.86,6.2,27.64,72.36,3.62,5.51,1.64,918,"Most people pay between $250-499 for water & sewer annually"
"CT1410051",5,NA,NA,0.19,1.8,89.73,0.54,0,0.83,6.91,7.75,5.16,23.5,15.63,11.19,0,5.17,29.31,39.08,21.26,5.17,7.97,9.44,90.56,10.27,7.23,3,90,"Most people pay between $500-749 for water & sewer annually"
"CT1410661",67,NA,NA,0.19,1.8,89.73,0.54,0,0.83,6.91,7.75,5.16,23.5,15.63,11.19,0,5.17,29.31,39.08,21.26,5.17,7.97,9.44,90.56,10.27,7.23,3,562,"Most people pay between $500-749 for water & sewer annually"
"CT1411041",286,73009,38528,0.07,0,96.61,0,0,0.84,2.49,1.15,3.55,28.56,17.95,2.97,0,1.79,28.25,19.51,27.35,23.09,6.15,28.18,71.82,3.39,5.45,1.59,1500,"Most people pay between $250-499 for water & sewer annually"
"CT1419071",11,73009,38528,0.07,0,96.61,0,0,0.84,2.49,1.15,3.55,28.56,17.95,2.97,0,1.79,28.25,19.51,27.35,23.09,6.15,28.18,71.82,3.39,5.45,1.59,139,"Most people pay between $250-499 for water & sewer annually"
"CT1419081",17,NA,NA,0.19,1.8,89.73,0.54,0,0.83,6.91,7.75,5.16,23.5,15.63,11.19,0,5.17,29.31,39.08,21.26,5.17,7.97,9.44,90.56,10.27,7.23,3,372,"Most people pay between $500-749 for water & sewer annually"
"CT1420021",129,115296,41307,0.74,2.85,85.26,0,0,2.54,8.61,8.64,4.51,22.33,23.52,1.7,14.63,23.34,42.51,19.51,0,0,13.54,9.94,90.06,14.74,8.41,4.04,690,"Most people pay between $250-499 for water & sewer annually"
"CT1420041",183,104911,31954,0,1.06,93.12,0,0,2.43,3.39,4.64,3.94,30.33,29.1,2.02,0,11.18,28.57,19.25,11.8,29.19,16.59,15.97,84.03,6.88,11.33,0,776,"Most people pay > $1000 for water & sewer annually"
"CT1420081",118,NA,NA,0.13,6.26,90.86,0,0,0,2.75,2.02,4.26,19.1,32.67,2.13,11.02,0,10.17,56.78,0,22.03,4.23,9.47,90.53,9.14,3.68,0.48,975,"Most people pay between $500-749 for water & sewer annually"
"CT1423011",1743,119841,44488,0.62,3.54,86.37,0,0,2.04,7.43,7.32,4.46,21.69,25.3,1.79,14.45,20.82,38.98,23.43,0,2.32,11.81,10.03,89.97,13.63,7.5,3.33,590,"Most people pay between $250-499 for water & sewer annually"
"CT1429171",168,104911,31954,0.01,1.61,92.88,0,0,2.17,3.33,4.36,3.97,29.13,29.47,2.03,0.41,10.76,27.88,20.66,11.36,28.92,15.34,15.31,84.69,7.12,10.49,0.05,893,"Most people pay > $1000 for water & sewer annually"
"CT1429191",300,160508,72948,0.13,6.26,90.86,0,0,0,2.75,2.02,4.26,19.1,32.67,2.13,11.02,0,10.17,56.78,0,22.03,4.23,9.47,90.53,9.14,3.68,0.48,419,"Most people pay between $500-749 for water & sewer annually"
"CT1429201",18,NA,NA,0.13,6.26,90.86,0,0,0,2.75,2.02,4.26,19.1,32.67,2.13,11.02,0,10.17,56.78,0,22.03,4.23,9.47,90.53,9.14,3.68,0.48,228,"Most people pay between $500-749 for water & sewer annually"
"CT1430011",32655,63205,27581,3.61,2.42,87.3,0.16,0,1.88,4.63,10.21,4.15,23.41,13.79,6.87,7.41,13.83,37.98,19.98,10.87,9.94,12.23,32.57,67.43,12.7,13.77,4.36,1784,"Most people pay between $250-499 for water & sewer annually"
"CT1440021",114,145294,61138,6.07,8.28,81.53,0,0,0,4.13,5.14,5.2,31.47,30.97,6.46,11.67,4.4,26.61,20.16,20.06,17.09,3.85,10.91,89.09,18.47,9.77,0.95,1591,"Most people pay between $250-499 for water & sewer annually"
"CT1462011",190,94963,33428,6.22,5.81,82.56,0,0,2.8,2.6,6.93,5.31,29.75,24.15,6.67,12.6,12.86,46.29,11.64,3.89,12.72,10.19,7.29,92.71,17.44,10.58,5.03,1845,"Most people pay between $250-499 for water & sewer annually"
"CT1463011",626,95629,42724,2.9,11.75,78.53,0.15,0,3.88,2.8,7.98,3.71,26.12,24.86,5.16,6.91,23.98,26.23,15.46,7.66,19.76,6.34,34.33,65.67,21.47,7.66,5.96,3997,"Most people pay between $250-499 for water & sewer annually"
"CT1470011",114,84583,48450,1.84,0,89.08,0.23,0.82,0.47,7.56,2.55,3.05,19.26,14.65,4.98,25.64,0,15.38,43.59,15.38,0,5.13,24.88,75.12,10.92,6.81,5.1,659,"Most people pay between $500-749 for water & sewer annually"
"CT1479021",52,84583,48450,1.84,0,89.08,0.23,0.82,0.47,7.56,2.55,3.05,19.26,14.65,4.98,25.64,0,15.38,43.59,15.38,0,5.13,24.88,75.12,10.92,6.81,5.1,867,"Most people pay between $500-749 for water & sewer annually"
"CT1480011",39109,87204,39042,1.41,4.84,83.75,0,0,5.83,4.16,13.86,5.03,24.97,22.41,4.43,7.89,8.66,21.47,23.54,19.83,18.62,8.46,28.98,71.02,16.25,6.78,5.29,1732,"Most people pay between $500-749 for water & sewer annually"
"CT1490021",45,133125,49042,2.31,5.86,82.14,0,0,0.29,9.4,9.18,1.74,31.38,26.85,3.76,0,45.45,0,39.39,3.03,12.12,4.89,6.34,93.66,17.86,3.18,6.8,228,"Most people pay between $125-249 for water & sewer annually"
"CT1500011",98,109712,42078,1.38,1.71,87.21,0,0,1.85,7.85,11.96,4.89,34.93,31.36,1.94,0,3.76,43.55,24.19,18.28,10.22,8.22,25.93,74.07,12.79,10.42,5.58,633,"Most people pay between $250-499 for water & sewer annually"
"CT1500021",168,109712,42078,1.38,1.71,87.21,0,0,1.85,7.85,11.96,4.89,34.93,31.36,1.94,0,3.76,43.55,24.19,18.28,10.22,8.22,25.93,74.07,12.79,10.42,5.58,346,"Most people pay between $250-499 for water & sewer annually"
"CT1500031",19,109712,42078,1.38,1.71,87.21,0,0,1.85,7.85,11.96,4.89,34.93,31.36,1.94,0,3.76,43.55,24.19,18.28,10.22,8.22,25.93,74.07,12.79,10.42,5.58,164,"Most people pay between $250-499 for water & sewer annually"
"CT1500051",131,109712,42078,1.38,1.71,87.21,0,0,1.85,7.85,11.96,4.89,34.93,31.36,1.94,0,3.76,43.55,24.19,18.28,10.22,8.22,25.93,74.07,12.79,10.42,5.58,373,"Most people pay between $250-499 for water & sewer annually"
"CT1500091",98,109712,42078,1.38,1.71,87.21,0,0,1.85,7.85,11.96,4.89,34.93,31.36,1.94,0,3.76,43.55,24.19,18.28,10.22,8.22,25.93,74.07,12.79,10.42,5.58,554,"Most people pay between $250-499 for water & sewer annually"
"CT1500321",22,NA,NA,1.38,1.71,87.21,0,0,1.85,7.85,11.96,4.89,34.93,31.36,1.94,0,3.76,43.55,24.19,18.28,10.22,8.22,25.93,74.07,12.79,10.42,5.58,380,"Most people pay between $250-499 for water & sewer annually"
"CT1500341",46,109712,42078,1.38,1.71,87.21,0,0,1.85,7.85,11.96,4.89,34.93,31.36,1.94,0,3.76,43.55,24.19,18.28,10.22,8.22,25.93,74.07,12.79,10.42,5.58,419,"Most people pay between $250-499 for water & sewer annually"
"CT1501111",38,109712,42078,1.38,1.71,87.21,0,0,1.85,7.85,11.96,4.89,34.93,31.36,1.94,0,3.76,43.55,24.19,18.28,10.22,8.22,25.93,74.07,12.79,10.42,5.58,180,"Most people pay between $250-499 for water & sewer annually"
"CT1510011",112351,51408,21712,20.58,2.2,57.56,0.25,0.06,11.39,7.96,36.52,6.82,17.84,10.25,8.94,9.76,18.03,26.94,18.06,12.64,14.56,19.78,53.9,46.1,42.44,21.37,7.74,4500,"Most people pay between $250-499 for water & sewer annually"
"CT1520061",63,143542,71358,2.92,7.33,83.81,0.88,0,0.03,5.02,2.56,7.97,22.76,24.14,1.49,5.64,16.92,30.2,25.5,10.69,11.05,0,0.56,99.44,16.19,0.91,2.57,187,"Most people pay between $250-499 for water & sewer annually"
"CT1520071",18977,96603,44958,3.33,3.95,85.1,0.13,0,1.64,5.86,7.23,4.83,25.21,20.63,5.32,8.11,13.84,34.98,23.93,12.4,6.74,6.99,23.08,76.92,14.9,7.41,2.59,1114,"Most people pay between $250-499 for water & sewer annually"
"CT1530011",5867,79733,41272,2.34,1.58,86.49,0.38,0,3.65,5.56,12.9,2.85,26.71,23.45,8.41,8.14,4.56,25.54,27.79,19.39,14.59,6.79,21.11,78.89,13.51,6.49,2.97,1951,"Most people pay between $500-749 for water & sewer annually"
"CT1530021",15154,72512,35709,5.42,0.76,84.8,0.09,0,2.55,6.37,15.56,3.98,22.83,18.95,5.32,4.76,8.43,21.99,23.85,19.3,21.67,5.84,26.64,73.36,15.2,6.78,2.97,2088,"Most people pay between $500-749 for water & sewer annually"
"CT1539031",431,101571,53206,0.17,4.63,93.89,0,0,0.26,1.05,3.26,4.32,25.52,19.87,8.98,10.04,2.99,29.84,30.19,6.87,20.07,3.32,9.1,90.9,6.11,2.93,4.4,990,"Most people pay between $500-749 for water & sewer annually"
"CT1548011",33,NA,NA,0.6,2.01,85.58,0,0,2.67,9.14,13.85,0.53,30.75,28.62,0.98,0,15.38,12.39,36.32,5.56,30.34,2.49,8.68,91.32,14.42,3.39,1.1,533,"Most people pay between $500-749 for water & sewer annually"
"CT1570011",255,187297,73382,2.43,5.7,81.53,0.45,0,0.9,8.98,5.38,2.88,18.55,36.16,2.62,10.26,13.68,0,68.38,7.69,0,3.38,2.45,97.55,18.47,2.62,1.9,578,"Most people pay between $500-749 for water & sewer annually"
"CT1600031",23,NA,NA,0.72,7.14,85.68,0,0,1.38,5.08,4.64,4.01,21.55,16.02,3.05,85.11,0,0,14.89,0,0,15.03,38.71,61.29,14.32,13.7,1.83,196,"Most people pay < $125 for water & sewer annually"
"CT1600041",43,NA,NA,0.72,7.14,85.68,0,0,1.38,5.08,4.64,4.01,21.55,16.02,3.05,85.11,0,0,14.89,0,0,15.03,38.71,61.29,14.32,13.7,1.83,374,"Most people pay < $125 for water & sewer annually"
"CT1600051",11,NA,NA,0.72,7.14,85.68,0,0,1.38,5.08,4.64,4.01,21.55,16.02,3.05,85.11,0,0,14.89,0,0,15.03,38.71,61.29,14.32,13.7,1.83,142,"Most people pay < $125 for water & sewer annually"
"CT1600061",50,78351,30202,0.72,7.14,85.68,0,0,1.38,5.08,4.64,4.01,21.55,16.02,3.05,85.11,0,0,14.89,0,0,15.03,38.71,61.29,14.32,13.7,1.83,728,"Most people pay < $125 for water & sewer annually"
"CT1600071",39,NA,NA,0.72,7.14,85.68,0,0,1.38,5.08,4.64,4.01,21.55,16.02,3.05,85.11,0,0,14.89,0,0,15.03,38.71,61.29,14.32,13.7,1.83,485,"Most people pay < $125 for water & sewer annually"
"CT1600101",2,NA,NA,0.72,7.14,85.68,0,0,1.38,5.08,4.64,4.01,21.55,16.02,3.05,85.11,0,0,14.89,0,0,15.03,38.71,61.29,14.32,13.7,1.83,42,"Most people pay < $125 for water & sewer annually"
"CT1606111",25,NA,NA,0.72,7.14,85.68,0,0,1.38,5.08,4.64,4.01,21.55,16.02,3.05,85.11,0,0,14.89,0,0,15.03,38.71,61.29,14.32,13.7,1.83,415,"Most people pay < $125 for water & sewer annually"
