"pwsid","date_issued","date_lifted","epic_date_lifted_flag","type","state"
"TX1012007","2021-10-05","2021-10-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1013127","2021-10-05","2021-10-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1110059","2021-10-05","2021-10-08","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1630005","2021-10-05","2021-10-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700080","2021-10-05","2021-10-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2390043","2021-10-05","2021-10-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140006","2021-10-04","2021-10-06","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0140007","2021-10-04","2021-10-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0190002","2021-10-04","2021-10-06","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0200019","2021-10-04","2021-10-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0910001","2021-10-04","2021-10-06","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1280002","2021-10-04","2021-10-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1460050","2021-10-04","2021-10-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1630036","2021-10-04","2021-10-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700324","2021-10-04","2021-10-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870155","2021-10-04","2021-10-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2010008","2021-10-04","2021-10-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0360074","2021-10-01","2021-10-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0400012","2021-10-01","2022-03-15","Reported","Rescinded-BWN - OTHER","Texas"
"TX0730002","2021-10-01","2021-10-05","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0500013","2021-09-30","2021-10-01","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010583","2021-09-30","2021-10-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1460136","2021-09-30","2021-10-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1770007","2021-09-30","2021-10-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1810005","2021-09-30","2021-10-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2490001","2021-09-30","2021-10-30","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0030102","2021-09-29","2021-09-30","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0140006","2021-09-29","2021-10-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0670020","2021-09-29","2021-10-06","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0730003","2021-09-29","2023-07-13","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1550005","2021-09-29","2021-10-01","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150001","2021-09-29","2021-10-01","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270226","2021-09-29","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140006","2021-09-28","2021-10-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140023","2021-09-28","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0340068","2021-09-28","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0700063","2021-09-28","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011599","2021-09-28","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700171","2021-09-28","2021-10-01","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700666","2021-09-28","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1810001","2021-09-28","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2120009","2021-09-28","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150007","2021-09-28","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270054","2021-09-28","2021-10-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270227","2021-09-28","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0030030","2021-09-27","2021-10-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140006","2021-09-27","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140044","2021-09-27","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0590002","2021-09-27","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010118","2021-09-27","2021-09-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1090001","2021-09-27","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1130033","2021-09-27","2021-09-29","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1550139","2021-09-27","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1810005","2021-09-27","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270016","2021-09-27","2021-09-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0730002","2021-09-26","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010028","2021-09-26","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1680001","2021-09-26","2021-09-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150007","2021-09-26","2021-09-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2350049","2021-09-26","2021-09-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2370047","2021-09-25","2021-09-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140044","2021-09-24","2021-09-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0790261","2021-09-24","2021-09-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1630009","2021-09-24","2021-09-28","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1700216","2021-09-24","2021-09-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140002","2021-09-23","2021-09-25","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0610210","2021-09-23","2021-09-27","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0720013","2021-09-23","2021-11-15","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700096","2021-09-23","2021-09-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700264","2021-09-23","2021-09-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2040024","2021-09-23","2022-01-07","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0140031","2021-09-22","2021-09-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1500018","2021-09-22","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1500019","2021-09-22","2021-09-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1500037","2021-09-22","2021-09-24","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1700152","2021-09-22","2021-09-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1750004","2021-09-22","2021-09-28","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2270182","2021-09-22","2021-09-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0500015","2021-09-21","2021-09-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0940085","2021-09-21","2021-09-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1020063","2021-09-21","2021-10-05","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1840007","2021-09-21","2021-09-27","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2150001","2021-09-21","2021-10-01","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2340011","2021-09-21","2021-09-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2360014","2021-09-21","2021-09-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2470025","2021-09-21","2021-09-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0100041","2021-09-20","2021-09-29","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0200337","2021-09-20","2021-09-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1210060","2021-09-20","2021-09-22","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1700291","2021-09-20","2021-09-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700601","2021-09-20","2021-09-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870009","2021-09-20","2021-09-22","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2150007","2021-09-20","2021-09-24","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2490017","2021-09-20","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0180025","2021-09-19","2021-09-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1520217","2021-09-19","2021-09-22","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2030034","2021-09-19","2021-09-24","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0140006","2021-09-18","2021-09-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0730015","2021-09-18","2021-09-21","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2250003","2021-09-18","2021-09-28","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2250024","2021-09-18","2021-09-24","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2350049","2021-09-18","2021-09-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200570","2021-09-17","2021-09-29","Reported","Rescinded-BWN - OTHER","Texas"
"TX0500020","2021-09-17","2021-09-23","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX1210001","2021-09-17","2021-09-18","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1210060","2021-09-17","2021-09-22","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1580016","2021-09-17","2021-09-21","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1840094","2021-09-17","2021-09-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2040013","2021-09-17","2021-09-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2120025","2021-09-17","2021-09-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270182","2021-09-17","2021-09-18","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2430007","2021-09-17","2021-09-22","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0010001","2021-09-16","2021-09-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0010036","2021-09-16","2021-09-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0970001","2021-09-16","2022-01-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1020003","2021-09-16","2021-09-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1550005","2021-09-16","2021-09-17","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1610018","2021-09-16","2021-09-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1610030","2021-09-16","2021-09-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2000003","2021-09-16","2021-09-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2040038","2021-09-16","2021-09-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2100001","2021-09-16","2021-09-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270282","2021-09-16","2021-09-19","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2370068","2021-09-16","2021-09-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200037","2021-09-15","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX1550005","2021-09-15","2021-09-18","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2040031","2021-09-15","2021-09-17","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0200019","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200038","2021-09-14","2021-09-22","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200053","2021-09-14","2021-09-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200058","2021-09-14","2021-09-20","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200065","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200065","2021-09-14","2021-09-17","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0200067","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200083","2021-09-14","2021-09-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200125","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200152","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200185","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200219","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200223","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200244","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200245","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200338","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200341","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200341","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200360","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200370","2021-09-14","2021-09-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200413","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200415","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200415","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200510","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX0200604","2021-09-14","2021-09-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200624","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX0270026","2021-09-14","2021-09-17","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0600001","2021-09-14","2021-09-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0790261","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0790405","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0790423","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX0790425","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX0790612","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX1010112","2021-09-14","2022-02-09","Reported","Rescinded-BWN - OTHER","Texas"
"TX1010122","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX1010252","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX1010287","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX1010583","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX1010978","2021-09-14","2021-09-16","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1013041","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX1013041","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX1013159","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX1013159","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX1400003","2021-09-14","2021-09-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1610016","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610016","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610017","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610017","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610027","2021-09-14","2021-09-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1610031","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610033","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610033","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610052","2021-09-14","2021-09-19","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610087","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610102","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX1610114","2021-09-14","2021-09-18","Reported","Rescinded-BWN - OTHER","Texas"
"TX1700657","2021-09-14","2021-09-20","Reported","Rescinded-BWN - OTHER","Texas"
"TX1700657","2021-09-14","2021-09-20","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2350005","2021-09-14","2021-09-16","Reported","Rescinded-BWN - OTHER","Texas"
"TX2410010","2021-09-14","2021-09-17","Reported","Rescinded-BWN - OTHER","Texas"
"TX1840034","2021-09-13","2021-09-27","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX1870047","2021-09-13","2021-09-20","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX2150007","2021-09-13","2021-09-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870067","2021-09-12","2021-09-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1740020","2021-09-11","2021-09-14","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1020063","2021-09-10","2021-09-17","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1810005","2021-09-10","2021-09-11","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0260007","2021-09-09","2021-09-15","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0550001","2021-09-09","2021-09-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2470018","2021-09-09","2021-09-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0010028","2021-09-08","2021-09-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700080","2021-09-08","2021-09-10","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2030007","2021-09-08","2022-01-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2040024","2021-09-08","2022-01-07","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0160001","2021-09-07","2021-09-08","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1010532","2021-09-07","2021-09-10","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1530003","2021-09-07","2021-09-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700694","2021-09-07","2021-09-10","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1810005","2021-09-07","2021-09-09","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2210009","2021-09-07","2021-09-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270069","2021-09-07","2021-09-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200146","2021-09-06","2021-09-09","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0310005","2021-09-06","2021-09-08","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0740005","2021-09-06","2021-09-08","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0760001","2021-09-06","2021-09-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1770002","2021-09-06","2021-09-08","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2030007","2021-09-05","2022-01-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150001","2021-09-05","2021-09-12","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0610228","2021-09-04","2021-09-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1090001","2021-09-04","2021-09-06","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1700128","2021-09-04","2021-09-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2420001","2021-09-04","2021-09-08","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0140006","2021-09-03","2021-09-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140044","2021-09-03","2021-09-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1130033","2021-09-03","2021-09-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1130033","2021-09-03","2021-09-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1740003","2021-09-03","2021-09-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870047","2021-09-03","2021-09-09","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2320045","2021-09-03","2021-09-08","Reported","Rescinded-BWN - MICROBIOLOGICAL ECOLI","Texas"
"TX0190021","2021-09-02","2021-09-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0200271","2021-09-02","2021-09-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0740005","2021-09-02","2021-09-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1000001","2021-09-02","2021-09-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011651","2021-09-02","2021-09-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150007","2021-09-02","2021-09-04","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0480001","2021-09-01","2021-09-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0500002","2021-09-01","2021-09-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0790085","2021-09-01","2021-09-02","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1400002","2021-09-01","2021-09-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1410002","2021-09-01","2021-09-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1520015","2021-09-01","2021-09-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870009","2021-09-01","2022-01-04","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2040021","2021-09-01","2021-09-02","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX2270012","2021-09-01","2021-09-02","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2350049","2021-09-01","2021-09-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0010020","2021-08-31","2021-09-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140025","2021-08-31","2021-09-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140116","2021-08-31","2021-09-01","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0200190","2021-08-31","2021-09-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0360100","2021-08-31","2021-09-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0600001","2021-08-31","2021-09-02","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0700071","2021-08-31","2021-09-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1110059","2021-08-31","2021-09-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2100001","2021-08-31","2021-09-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2490017","2021-08-31","2021-09-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140006","2021-08-30","2021-09-01","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140025","2021-08-30","2021-09-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0370031","2021-08-30","2021-09-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011647","2021-08-30","2021-08-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1350001","2021-08-30","2021-09-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1410028","2021-08-30","2021-09-01","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870144","2021-08-30","2021-09-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1940008","2021-08-30","2021-09-09","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2010002","2021-08-30","2021-12-13","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2340016","2021-08-30","2021-09-01","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0150186","2021-08-29","2021-09-21","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX0670002","2021-08-29","2021-08-31","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1010639","2021-08-29","2021-08-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011687","2021-08-29","2021-08-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0340004","2021-08-28","2021-09-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0700019","2021-08-28","2021-08-31","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0140107","2021-08-27","2021-08-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0500001","2021-08-27","2021-08-31","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1260003","2021-08-27","2021-08-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
