"pwsid","date_issued","date_lifted","epic_date_lifted_flag","type","state"
"WV3301024","2025-04-14","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-14","2025-04-15","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-14","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-04-14","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301046","2025-04-14","2025-04-16","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-14","2025-04-19","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-13","2025-04-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304409","2025-04-13","2025-04-15","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-13","2025-04-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-13","2025-04-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-12","2025-04-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-04-12","2025-04-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-12","2025-04-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-11","2025-04-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-11","2025-04-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-11","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-11","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-11","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304513","2025-04-11","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-11","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-11","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-11","2025-04-13","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301311","2025-04-11","2025-04-15","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303508","2025-04-10","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-10","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-10","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304140","2025-04-10","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-10","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-10","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302205","2025-04-10","2025-04-17","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-10","2025-04-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301912","2025-04-10","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303508","2025-04-10","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-04-09","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-04-09","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301603","2025-04-09","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-09","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-09","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305404","2025-04-09","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-09","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-04-09","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300516","2025-04-09","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-09","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-09","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-04-09","2025-04-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-09","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301307","2025-04-08","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-08","2025-04-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303401","2025-04-08","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301942","2025-04-08","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-08","2025-04-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-08","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-08","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-08","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-08","2025-04-11","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-08","2025-04-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-08","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301603","2025-04-08","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302603","2025-04-08","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-04-07","2025-04-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-07","2025-04-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300801","2025-04-07","2025-04-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302920","2025-04-07","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-07","2025-04-09","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302515","2025-04-07","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303508","2025-04-07","2025-04-12","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302524","2025-04-07","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-07","2025-04-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-07","2025-04-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302205","2025-04-07","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305401","2025-04-06","2025-04-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-04-06","2025-04-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304123","2025-04-06","2025-04-14","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-05","2025-04-06","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-05","2025-04-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302608","2025-04-05","2025-04-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301933","2025-04-05","2025-04-07","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302804","2025-04-04","2025-04-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-04","2025-04-06","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305004","2025-04-04","2025-04-21","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-04","2025-04-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302202","2025-04-04","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-04","2025-04-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302524","2025-04-04","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300806","2025-04-04","2025-04-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-03","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-04-03","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-03","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-03","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-04-03","2025-04-05","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-04-03","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-03","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-03","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-03","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-03","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302104","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300801","2025-04-02","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-04-02","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-02","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-02","2025-04-08","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301912","2025-04-02","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301942","2025-04-02","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301713","2025-04-01","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303516","2025-04-01","2025-04-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-04-01","2025-04-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-01","2025-04-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-04-01","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-04-01","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303512","2025-04-01","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301912","2025-03-31","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-31","2025-04-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-31","2025-04-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-31","2025-04-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-31","2025-04-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302603","2025-03-31","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302524","2025-03-31","2025-04-10","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304123","2025-03-31","2025-04-04","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-03-30","2025-03-31","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-03-30","2025-03-31","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305410","2025-03-30","2025-04-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-30","2025-03-31","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-28","2025-03-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-28","2025-03-30","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305007","2025-03-28","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305007","2025-03-28","2025-04-03","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302712","2025-03-28","2025-04-01","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-03-28","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-03-28","2025-03-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-03-28","2025-03-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-03-27","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303111","2025-03-27","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-27","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-27","2025-03-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-03-27","2025-03-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-03-27","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300237","2025-03-27","Open","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300218","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302713","2025-03-26","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301942","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303401","2025-03-26","2025-04-02","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305402","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304104","2025-03-26","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302515","2025-03-26","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305009","2025-03-26","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300608","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305203","2025-03-26","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3303508","2025-03-26","2025-03-28","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302016","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3304011","2025-03-26","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302104","2025-03-25","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3302502","2025-03-25","2025-03-26","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301728","2025-03-25","2025-03-29","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3300515","2025-03-25","2025-03-27","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3305402","2025-03-25","2025-03-26","Reported","Assumed - Boil Water Notices","West Virginia"
"WV3301728","2025-03-25","2025-03-29","Reported","Assumed - Boil Water Notices","West Virginia"
