"pwsid","date_of_first_advisory","date_of_last_advisory","total_bwn","min_reporting_year_for_state","max_reporting_year_for_state","state","data_tool_tip","download_link","clean_date_range"
"TX1010639",2021-02-16,2023-07-21,5,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010640",2021-02-17,2021-02-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010648",2021-02-16,2021-02-16,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010649",2021-02-19,2021-02-19,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010654",2021-02-17,2021-02-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010670",2021-02-15,2021-12-07,3,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010678",2021-02-17,2021-02-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010700",2018-01-19,2024-01-18,4,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010712",2020-02-27,2022-11-27,4,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010715",2023-04-13,2024-02-20,2,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010719",2020-01-09,2024-04-04,9,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010721",2021-12-09,2024-02-15,3,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010737",2021-02-16,2021-02-16,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010745",2018-08-13,2018-08-13,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010750",2022-11-28,2022-11-28,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010751",2021-02-16,2021-02-16,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010758",2021-02-17,2023-11-17,4,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010763",2021-02-20,2021-02-20,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010767",2021-02-17,2021-02-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010768",2019-08-22,2019-08-22,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010769",2021-02-19,2021-02-19,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010774",2021-02-17,2021-02-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010782",2021-02-17,2021-02-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010788",2022-11-30,2022-12-07,2,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010809",2021-02-17,2021-02-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010810",2020-05-28,2024-01-16,3,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010821",2021-05-25,2021-05-25,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010832",2021-02-17,2021-02-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010863",2021-02-16,2021-02-16,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010872",2022-08-02,2023-10-03,8,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010877",2021-02-16,2021-02-16,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010896",2021-02-19,2024-01-05,2,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010897",2020-02-14,2020-02-14,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010901",2021-12-10,2021-12-10,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010903",2022-08-04,2023-08-26,2,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010915",2018-01-18,2023-06-05,5,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010923",2022-02-24,2023-09-22,5,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010924",2020-02-27,2023-08-19,3,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010931",2021-02-17,2024-04-05,6,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010938",2018-03-16,2024-02-15,10,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010945",2022-03-21,2022-04-25,2,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010947",2020-08-18,2021-08-24,4,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1010978",2021-09-14,2023-01-12,4,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1011014",2018-01-17,2023-10-23,18,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1011019",2021-02-16,2021-02-16,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1011029",2023-09-14,2023-09-27,2,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1011049",2021-02-17,2021-10-18,3,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1011071",2021-02-17,2023-04-05,4,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1011084",2021-02-19,2022-07-19,3,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1011162",2022-01-17,2022-01-17,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
"TX1011183",2023-09-15,2023-09-15,1,2018-01-02,2024-04-15,"Texas","The last update of this dataset was completed on April 17th, 2024. This is not a comprehensive record, and we are working to automatically update this dataset in the future. Please refer to the source link for the most current information, as it is provided on the state SDWIS website.","https://dww2.tceq.texas.gov/DWW/JSP/SearchDispatch?number=&name=&ActivityStatusCD=All&county=All&WaterSystemType=All&SourceWaterType=All&SampleType=null&begin_date=10%2F28%2F2023&end_date=10%2F28%2F2025&action=Search+For+Water+Systems","Based on the records provided by the state, data covers 2018 to 2024"
