"pwsid","projects_invited_to_apply_over_fy_range","min_fy","max_fy","times_funded_2009_2021","total_assistance_amt_2009_2021","total_prin_forgive_amt_2009_2021"
"MS0020002",NA,NA,NA,2,10000000,1750000
"MS0150010",NA,NA,NA,1,1027000,256750
"MS0160006",NA,NA,NA,1,161300,27375
"MS0160010",NA,NA,NA,1,681000,170250
"MS0170009",NA,NA,NA,1,1151949,239458
"MS0170022",NA,NA,NA,2,2321184,0
"MS0170043",NA,NA,NA,1,1832500,0
"MS0180007",NA,NA,NA,1,365600,0
"MS0180008",NA,NA,NA,1,1230908,430818
"MS0180014",NA,NA,NA,1,1480000,222000
"MS0190001",NA,NA,NA,1,1525921,500000
"MS0190005",NA,NA,NA,1,700000,245000
"MS0200001",NA,NA,NA,1,5307500,0
"MS0200005",NA,NA,NA,2,1245080,0
"MS0210012",NA,NA,NA,1,1508105,226216
"MS0220003",NA,NA,NA,1,11500000,0
"MS0220008",NA,NA,NA,1,1333740,333435
"MS0220062",NA,NA,NA,1,2858570,500000
"MS0220065",NA,NA,NA,1,460495,259543
"MS0240001",NA,NA,NA,1,1133861,0
"MS0250003",NA,NA,NA,1,1504849,0
"MS0250008",NA,NA,NA,2,20218434,500000
"MS0260007",NA,NA,NA,1,558590,227200
"MS0260011",NA,NA,NA,1,718942,449888
"MS0260022",NA,NA,NA,2,2603600,500000
"MS0270001",NA,NA,NA,1,689146,379030
"MS0280018",NA,NA,NA,1,701758,227798
"MS0300156",NA,NA,NA,3,16275797,0
"MS0300164",NA,NA,NA,2,9662567,0
"MS0310002",NA,NA,NA,2,2172038,868816
"MS0310004",NA,NA,NA,1,637227,394854
"MS0320001",NA,NA,NA,2,1809131,423000
"MS0320013",NA,NA,NA,1,664690,441000
"MS0330004",NA,NA,NA,1,2023865,500000
"MS0330005",NA,NA,NA,1,619479,312080
"MS0340021",NA,NA,NA,1,4617670,500000
"MS0350002",NA,NA,NA,1,1583700,500000
"MS0380005",NA,NA,NA,1,8114960,0
"MS0380006",NA,NA,NA,1,1042972,236280
"MS0390001",NA,NA,NA,2,1048475,265788
"MS0390002",NA,NA,NA,1,270070,40511
"MS0390006",NA,NA,NA,1,362602,0
"MS0400011",NA,NA,NA,1,841601,210400
"MS0410006",NA,NA,NA,1,1084556,0
"MS0410015",NA,NA,NA,3,8929109,0
"MS0420001",NA,NA,NA,1,2949025,0
"MS0430002",NA,NA,NA,1,2690282,500000
"MS0450002",NA,NA,NA,3,8180921,0
"MS0450010",NA,NA,NA,1,4793310,0
"MS0450013",NA,NA,NA,1,962658,0
"MS0450016",NA,NA,NA,1,563665,90349
"MS0450021",NA,NA,NA,1,4890000,0
"MS0460003",NA,NA,NA,1,1733375,433344
"MS0460005",NA,NA,NA,1,750000,337500
"MS0460009",NA,NA,NA,1,1280000,491400
"MS0460012",NA,NA,NA,1,881866,475090
"MS0460013",NA,NA,NA,2,1464997,337500
"MS0460014",NA,NA,NA,1,1379676,424075
"MS0490005",NA,NA,NA,1,234475,82066
"MS0490010",NA,NA,NA,1,291750,29865
"MS0500009",NA,NA,NA,1,1785000,446250
"MS0510002",NA,NA,NA,1,822300,205575
"MS0510005",NA,NA,NA,1,509830,111946
"MS0510010",NA,NA,NA,1,387438,130043
"MS0540002",NA,NA,NA,1,1007500,251875
"MS0550001",NA,NA,NA,2,2222553,342218
"MS0550004",NA,NA,NA,1,3504700,0
"MS0550005",NA,NA,NA,1,1074770,0
"MS0570003",NA,NA,NA,1,964735,122161
"MS0570004",NA,NA,NA,1,971449,309000
"MS0570008",NA,NA,NA,1,1890851,0
"MS0570015",NA,NA,NA,1,2679802,500000
"MS0580010",NA,NA,NA,2,889474,79950
"MS0590001",NA,NA,NA,1,1900888,0
"MS0590009",NA,NA,NA,1,876521,152025
"MS0600007",NA,NA,NA,1,885413,486977
"MS0610003",NA,NA,NA,2,6202202,0
"MS0610007",NA,NA,NA,1,210364,0
"MS0610008",NA,NA,NA,1,1348629,0
"MS0610017",NA,NA,NA,1,1099524,0
"MS0610021",NA,NA,NA,1,191600,33000
"MS0610023",NA,NA,NA,2,3536587,0
"MS0610025",NA,NA,NA,1,687570,0
"MS0610027",NA,NA,NA,1,613101,0
"MS0610030",NA,NA,NA,1,481535,0
"MS0610081",NA,NA,NA,2,802467,0
"MS0640008",NA,NA,NA,1,373000,36750
"MS0650011",NA,NA,NA,2,2014171,441051
"MS0650013",NA,NA,NA,1,626950,91650
"MS0660002",NA,NA,NA,1,679250,101888
"MS0660004",NA,NA,NA,1,607399,0
"MS0660005",NA,NA,NA,2,3661392,299480
"MS0670004",NA,NA,NA,1,460175,149625
"MS0680011",NA,NA,NA,1,567917,0
"MS0700011",NA,NA,NA,1,476160,214272
"MS0710002",NA,NA,NA,1,500000,0
"MS0710029",NA,NA,NA,1,561915,84287
"MS0720004",NA,NA,NA,1,921185,500000
"MS0720024",NA,NA,NA,2,1141565,260869
"MS0740002",NA,NA,NA,2,864670,256000
"MS0740004",NA,NA,NA,1,388625,194513
"MS0740076",NA,NA,NA,1,498125,224875
"MS0750002",NA,NA,NA,2,6673880,758911
"MS0750005",NA,NA,NA,2,3366930,169354
"MS0770005",NA,NA,NA,1,1243190,192238
"MS0780005",NA,NA,NA,1,3733000,0
"MS0790005",NA,NA,NA,1,324172,214920
"MS0810005",NA,NA,NA,1,164455,49441
"MS0820004",NA,NA,NA,2,2471639,280471
"MS0820014",NA,NA,NA,1,5427188,0
"MT0000003",NA,NA,NA,6,8212621,1300000
"MT0000020",NA,NA,NA,3,1284000,500000
"MT0000025",NA,NA,NA,1,1000000,500000
"MT0000136",NA,NA,NA,1,3218000,500000
"MT0000138",NA,NA,NA,1,240840,118840
"MT0000153",NA,NA,NA,3,13100000,500000
"MT0000154",NA,NA,NA,1,650000,0
"MT0000155",NA,NA,NA,3,6225000,500000
"MT0000156",NA,NA,NA,2,2873000,436500
"MT0000157",NA,NA,NA,1,225000,124900
"MT0000161",NA,NA,NA,2,27125000,0
"MT0000164",NA,NA,NA,1,257000,0
"MT0000170",NA,NA,NA,2,5575530,916300
"MT0000171",NA,NA,NA,1,770000,385000
"MT0000173",NA,NA,NA,1,448000,248600
"MT0000176",NA,NA,NA,2,688250,221125
"MT0000181",NA,NA,NA,1,675000,0
"MT0000185",NA,NA,NA,1,1400000,500000
"MT0000186",NA,NA,NA,3,3103583,500000
"MT0000192",NA,NA,NA,1,186000,186000
"MT0000193",NA,NA,NA,2,1366000,570000
"MT0000199",NA,NA,NA,1,724000,0
"MT0000203",NA,NA,NA,1,146000,59000
"MT0000204",NA,NA,NA,3,1438000,719000
"MT0000206",NA,NA,NA,1,57326,28663
"MT0000210",NA,NA,NA,1,201200,100600
"MT0000213",NA,NA,NA,1,2683000,500000
"MT0000216",NA,NA,NA,1,630019,350200
"MT0000221",NA,NA,NA,1,348000,174000
"MT0000222",NA,NA,NA,1,327418,163785
"MT0000229",NA,NA,NA,4,14803000,848100
"MT0000232",NA,NA,NA,1,530000,265000
"MT0000235",NA,NA,NA,1,514911,279500
"MT0000240",NA,NA,NA,3,2442000,1221000
"MT0000241",NA,NA,NA,3,3235666,916300
"MT0000259",NA,NA,NA,2,5131108,0
"MT0000262",NA,NA,NA,1,1161703,500000
"MT0000265",NA,NA,NA,1,680000,377400
"MT0000270",NA,NA,NA,2,2076000,188000
"MT0000274",NA,NA,NA,1,500000,0
"MT0000284",NA,NA,NA,1,6017000,500000
"MT0000285",NA,NA,NA,2,792000,408700
"MT0000291",NA,NA,NA,1,750000,416300
"MT0000294",NA,NA,NA,1,750000,416300
"MT0000304",NA,NA,NA,1,424000,212000
"MT0000308",NA,NA,NA,2,1963500,647800
"MT0000314",NA,NA,NA,1,1623000,500000
"MT0000315",NA,NA,NA,1,236000,0
"MT0000318",NA,NA,NA,1,1150000,500000
"MT0000321",NA,NA,NA,3,2332157,470078
"MT0000322",NA,NA,NA,1,547352,276741
"MT0000326",NA,NA,NA,1,324000,162000
"MT0000328",NA,NA,NA,1,1997000,416300
"MT0000329",NA,NA,NA,1,1101000,500000
"MT0000334",NA,NA,NA,1,2322000,500000
"MT0000341",NA,NA,NA,1,850000,425000
"MT0000343",NA,NA,NA,4,2091000,594400
"MT0000348",NA,NA,NA,1,500000,277500
"MT0000353",NA,NA,NA,1,463199,265300
"MT0000357",NA,NA,NA,3,6390000,149900
"MT0000360",NA,NA,NA,2,2234375,733500
"MT0000362",NA,NA,NA,1,330000,165000
"MT0000463",NA,NA,NA,1,4606000,0
"MT0000520",NA,NA,NA,2,284256,142128
"MT0000524",NA,NA,NA,1,350000,194300
"MT0000525",NA,NA,NA,5,13873659,615000
"MT0000526",NA,NA,NA,1,393997,218700
"MT0000549",NA,NA,NA,1,180000,90000
"MT0000578",NA,NA,NA,1,262500,59750
"MT0000632",NA,NA,NA,1,750000,416300
"MT0001740",NA,NA,NA,1,152000,76000
"MT0001917",NA,NA,NA,3,3055121,1416300
"MT0002862",NA,NA,NA,1,184000,92000
"MT0002926",NA,NA,NA,2,1814241.64,457932
"MT0002985",NA,NA,NA,1,263000,146000
"MT0004177",NA,NA,NA,1,662000,0
"MT0004348",NA,NA,NA,5,5755000,650000
"NC0100010",NA,NA,NA,11,20870914,5864200
"NC0102010",NA,NA,NA,2,1690669,1281466
"NC0102015",NA,NA,NA,1,856826,428413
"NC0102020",NA,NA,NA,1,3287176,0
"NC0111010",NA,NA,NA,3,2684765,556774
"NC0111484",NA,NA,NA,3,798812,268369
"NC0112010",NA,NA,NA,3,4011093,606231
"NC0112015",NA,NA,NA,1,1246115,0
"NC0112055",NA,NA,NA,2,398628,77571
"NC0112065",NA,NA,NA,1,485358,242679
"NC0114010",NA,NA,NA,2,8896167,0
"NC0114040",NA,NA,NA,1,235226,117613
"NC0118020",NA,NA,NA,2,1099771,0
"NC0120010",NA,NA,NA,1,658325,329163
"NC0120020",NA,NA,NA,1,688428,344214
"NC0122010",NA,NA,NA,1,1073289,183611
"NC0123010",NA,NA,NA,1,16427850,0
"NC0123020",NA,NA,NA,3,30859068,0
"NC0123055",NA,NA,NA,2,11393600,0
"NC0136010",NA,NA,NA,3,35300000,0
"NC0136015",NA,NA,NA,1,499532,0
"NC0136025",NA,NA,NA,2,1846163,43639
"NC0144010",NA,NA,NA,2,1233678,0
"NC0144015",NA,NA,NA,1,491705,491705
"NC0144035",NA,NA,NA,2,6848858,0
"NC0144040",NA,NA,NA,1,748913,374457
"NC0145010",NA,NA,NA,1,14124000,0
"NC0150035",NA,NA,NA,5,8617705,6972697
"NC0157010",NA,NA,NA,2,5605083,2531090
"NC0157015",NA,NA,NA,1,2068450,1654760
"NC0161010",NA,NA,NA,2,3914383,3429183
"NC0180038",NA,NA,NA,1,950944,736800
"NC0180065",NA,NA,NA,1,303434,0
"NC0181035",NA,NA,NA,1,79180,79180
"NC0184010",NA,NA,NA,1,11218441,0
"NC0184141",NA,NA,NA,1,3286147,2400000
"NC0187010",NA,NA,NA,1,1159995,0
"NC0188010",NA,NA,NA,2,4137650,0
"NC0190015",NA,NA,NA,1,1104240,0
"NC0195020",NA,NA,NA,1,1512960,756480
"NC0197010",NA,NA,NA,1,1587860,20000
"NC0197050",NA,NA,NA,1,1257666,628833
"NC0201010",NA,NA,NA,1,129711,64856
"NC0201015",NA,NA,NA,1,146861,73431
"NC0201025",NA,NA,NA,1,290283,145142
"NC0201030",NA,NA,NA,1,1854154,927077
"NC0201035",NA,NA,NA,1,511940,255970
"NC0201123",NA,NA,NA,1,2327150,1993376
"NC0229020",NA,NA,NA,8,8724873,394905
"NC0234010",NA,NA,NA,2,60015278,7639
"NC0235010",NA,NA,NA,1,293558,146779
