"pwsid","projects_invited_to_apply_over_fy_range","min_fy","max_fy","times_funded_2009_2021","total_assistance_amt_2009_2021","total_prin_forgive_amt_2009_2021"
"ND5200338",NA,NA,NA,1,1100000,0
"ND5200927",NA,NA,NA,1,411000,0
"ND5201309",NA,NA,NA,1,4925000,0
"ND5300425",NA,NA,NA,1,383853,0
"ND5300809",NA,NA,NA,2,4170000,2500000
"ND5301011",NA,NA,NA,1,1503094,1503094
"ND5301079",NA,NA,NA,1,5000000,0
"ND5301152",NA,NA,NA,2,14349789,1000000
"ND5301686",NA,NA,NA,2,33000000,0
"NE3100101",NA,NA,NA,1,1986439,496610
"NE3100103",NA,NA,NA,1,270121,54024
"NE3100106",NA,NA,NA,1,720430,103669
"NE3100307",NA,NA,NA,1,1486000,371500
"NE3100309",NA,NA,NA,1,102074,20416
"NE3101102",NA,NA,NA,2,958020,221880
"NE3101302",NA,NA,NA,1,4694666,1180715
"NE3101906",NA,NA,NA,4,2382973,0
"NE3101909",NA,NA,NA,1,232932,20009
"NE3101910",NA,NA,NA,2,1819350,363869
"NE3101911",NA,NA,NA,1,2702783,540555
"NE3102306",NA,NA,NA,1,248650,105726
"NE3102501",NA,NA,NA,3,3574547,71670
"NE3102506",NA,NA,NA,1,659326,131865
"NE3102521",NA,NA,NA,1,1100000,0
"NE3102702",NA,NA,NA,1,469904,93980
"NE3102705",NA,NA,NA,1,476355,119089
"NE3102706",NA,NA,NA,1,200000,0
"NE3102901",NA,NA,NA,1,327506,65502
"NE3103303",NA,NA,NA,1,3245414,3463
"NE3103305",NA,NA,NA,1,394047,197023
"NE3103503",NA,NA,NA,1,660000,330000
"NE3103505",NA,NA,NA,1,291100,72775
"NE3103702",NA,NA,NA,1,96600,19320
"NE3103703",NA,NA,NA,1,150000,0
"NE3103705",NA,NA,NA,1,343938,86670
"NE3103903",NA,NA,NA,2,4552073,1109750
"NE3103904",NA,NA,NA,1,2765000,553000
"NE3104309",NA,NA,NA,2,6449203,0
"NE3104710",NA,NA,NA,1,624713,0
"NE3105107",NA,NA,NA,1,1200000,240000
"NE3105302",NA,NA,NA,1,3660000,732000
"NE3105518",NA,NA,NA,1,748709,186578
"NE3105702",NA,NA,NA,1,146791,29358
"NE3106706",NA,NA,NA,1,2175589,435117
"NE3106711",NA,NA,NA,1,228377,45675
"NE3106712",NA,NA,NA,1,2473623,494725
"NE3106901",NA,NA,NA,1,4025000,1006250
"NE3107906",NA,NA,NA,1,378003,75600
"NE3108101",NA,NA,NA,3,1432199,285792
"NE3108105",NA,NA,NA,1,180000,45000
"NE3108106",NA,NA,NA,2,834463,296890
"NE3108503",NA,NA,NA,1,468685,0
"NE3108902",NA,NA,NA,1,700000,175000
"NE3108904",NA,NA,NA,1,2618425,654606
"NE3109506",NA,NA,NA,1,563466,112693
"NE3109507",NA,NA,NA,1,3700000,925000
"NE3110102",NA,NA,NA,2,4895803,979161
"NE3110705",NA,NA,NA,1,942873,188575
"NE3110711",NA,NA,NA,1,326016,65202
"NE3110912",NA,NA,NA,1,326301,0
"NE3110913",NA,NA,NA,1,686844,164636
"NE3110917",NA,NA,NA,1,2361366,164588
"NE3110926",NA,NA,NA,1,14977829,0
"NE3112101",NA,NA,NA,1,795133,278297
"NE3112102",NA,NA,NA,2,2542509,608502
"NE3112302",NA,NA,NA,1,235845,47169
"NE3112303",NA,NA,NA,1,1499943,666215
"NE3112503",NA,NA,NA,1,366000,0
"NE3112705",NA,NA,NA,1,1490000,0
"NE3113104",NA,NA,NA,1,1000000,200000
"NE3113304",NA,NA,NA,1,720000,0
"NE3113503",NA,NA,NA,1,2693519,538704
"NE3113903",NA,NA,NA,1,1244847,435696
"NE3113904",NA,NA,NA,1,687500,137500
"NE3114101",NA,NA,NA,1,505371,126341
"NE3114103",NA,NA,NA,1,2066080,413215
"NE3114104",NA,NA,NA,2,2351518,543630
"NE3114302",NA,NA,NA,2,1619989,410504
"NE3114303",NA,NA,NA,1,1594448,96724
"NE3114304",NA,NA,NA,2,1441931,241183
"NE3114504",NA,NA,NA,1,1650090,330018
"NE3114702",NA,NA,NA,1,2370080,474015
"NE3114705",NA,NA,NA,1,4543438,908687
"NE3115102",NA,NA,NA,1,275758,67250
"NE3115103",NA,NA,NA,2,2072993,414597
"NE3115108",NA,NA,NA,1,314597,62920
"NE3115301",NA,NA,NA,1,1112000,222400
"NE3115303",NA,NA,NA,1,487613,0
"NE3115512",NA,NA,NA,1,399033,99759
"NE3115701",NA,NA,NA,1,1320700,330175
"NE3115906",NA,NA,NA,1,120351,14225
"NE3115907",NA,NA,NA,1,1239405,247881
"NE3115910",NA,NA,NA,1,309139,61828
"NE3115913",NA,NA,NA,1,2950000,590000
"NE3116102",NA,NA,NA,1,307083,61416
"NE3116303",NA,NA,NA,1,186422,37285
"NE3117502",NA,NA,NA,2,2317194,857903
"NE3117905",NA,NA,NA,2,4492946,254753
"NE3117907",NA,NA,NA,1,450578,0
"NE3118102",NA,NA,NA,1,225475,45095
"NE3118104",NA,NA,NA,2,4042414,704500
"NE3118702",NA,NA,NA,1,176237,88118
"NE3118704",NA,NA,NA,1,247700,72031
"NE3118706",NA,NA,NA,2,7412807,1423202
"NE3120004",NA,NA,NA,1,300000,0
"NE3120175",NA,NA,NA,1,279539,46514
"NE3120303",NA,NA,NA,1,134090,66978
"NE3120710",NA,NA,NA,1,239630,47651
"NE3121200",NA,NA,NA,1,350000,0
"NH0053010",NA,NA,NA,1,268000,200000
"NH0142010",NA,NA,NA,7,7623956.28,800290
"NH0151010",NA,NA,NA,1,160406.37,0
"NH0153030",NA,NA,NA,1,260842.99,44157
"NH0153040",NA,NA,NA,1,1000000,100000
"NH0161020",NA,NA,NA,1,598768.14,119753.63
"NH0162270",NA,NA,NA,1,114759,0
"NH0201010",NA,NA,NA,2,484093.55,164085.04
"NH0202010",NA,NA,NA,1,81503.34,40751.69
"NH0202030",NA,NA,NA,1,230000,115000
"NH0231010",NA,NA,NA,5,9500000,3016890
"NH0241010",NA,NA,NA,1,2074000,0
"NH0262030",NA,NA,NA,1,197162.34,0
"NH0301010",NA,NA,NA,1,104499.5,5224.98
"NH0342010",NA,NA,NA,1,50000,50000
"NH0362010",NA,NA,NA,1,99999.49,34999.82
"NH0481010",NA,NA,NA,1,1649999.98,0
"NH0511010",NA,NA,NA,2,4065244.18,1326692.96
"NH0511030",NA,NA,NA,1,994547.78,397819.11
"NH0512180",NA,NA,NA,1,250000,0
"NH0512240",NA,NA,NA,1,830000,0
"NH0612020",NA,NA,NA,1,570000,62857
"NH0612150",NA,NA,NA,1,842389.69,0
"NH0612210",NA,NA,NA,1,143399.5,0
"NH0613060",NA,NA,NA,1,258500,129250
"NH0651010",NA,NA,NA,3,21600000,2876157
"NH0691010",NA,NA,NA,1,400759.3,80151.86
"NH0702020",NA,NA,NA,1,103591.72,15538.76
"NH0801010",NA,NA,NA,4,8319042.14,1680837.84
"NH0803030",NA,NA,NA,1,383088.74,172389.93
"NH0831010",NA,NA,NA,1,62964.36,0
"NH0832010",NA,NA,NA,1,200000,100000
"NH0851010",NA,NA,NA,4,7858680.1,2130556.96
"NH0882170",NA,NA,NA,1,76586.19,0
"NH0951010",NA,NA,NA,1,452507.98,0
"NH0991010",NA,NA,NA,2,269552.13,91276.06
"NH1141010",NA,NA,NA,1,833389.37,208347.34
"NH1141020",NA,NA,NA,1,1800000,630000
"NH1151010",NA,NA,NA,1,391906.29,58786
"NH1151020",NA,NA,NA,1,80000,20000
"NH1181020",NA,NA,NA,1,1848180,0
"NH1203010",NA,NA,NA,1,96647.75,48323.88
"NH1221010",NA,NA,NA,5,10179442.45,3035167.57
"NH1241010",NA,NA,NA,1,164496,49348
"NH1321010",NA,NA,NA,2,1494062,647031
"NH1323020",NA,NA,NA,1,69000,34500
"NH1371010",NA,NA,NA,2,2642047.36,0
"NH1392070",NA,NA,NA,2,239838.72,52290
"NH1392250",NA,NA,NA,1,422966.2,0
"NH1403020",NA,NA,NA,1,47700,47700
"NH1431010",NA,NA,NA,1,260701,0
"NH1471010",NA,NA,NA,5,16929529.78,555000
"NH1482010",NA,NA,NA,1,450000,67500
"NH1531010",NA,NA,NA,1,4300000,0
"NH1561010",NA,NA,NA,1,192710.24,0
"NH1583010",NA,NA,NA,1,311968.32,46795.25
"NH1591010",NA,NA,NA,1,177234,63196.8
"NH1603010",NA,NA,NA,2,519916.5,262828.8
"NH1621010",NA,NA,NA,4,7054065.61,280000
"NH1661010",NA,NA,NA,1,5500000,0
"NH1672020",NA,NA,NA,1,275000,159500
"NH1681010",NA,NA,NA,1,640000,0
"NH1722020",NA,NA,NA,1,476956.31,0
"NH1731010",NA,NA,NA,3,4085492.84,1186775.72
"NH1741010",NA,NA,NA,1,63423.44,12684.69
"NH1781010",NA,NA,NA,1,1274841.47,0
"NH1793020",NA,NA,NA,1,50000,50000
"NH1852080",NA,NA,NA,1,403025.7,120908
"NH1871010",NA,NA,NA,2,5206400,984240
"NH1911010",NA,NA,NA,1,171162.69,42790.67
"NH1932060",NA,NA,NA,1,196234.1,0
"NH1932110",NA,NA,NA,1,228453.93,0
"NH1941010",NA,NA,NA,1,1650000,452598
"NH1943010",NA,NA,NA,1,160000,64000
"NH1951010",NA,NA,NA,1,53946,26973
"NH1971010",NA,NA,NA,1,2940683.8,588136.76
"NH1972010",NA,NA,NA,1,400000,140000
"NH1992040",NA,NA,NA,1,61000,0
"NH2001010",NA,NA,NA,2,2877220.42,463021.39
"NH2003020",NA,NA,NA,1,880000,184956.57
"NH2041010",NA,NA,NA,1,2603574.14,0
"NH2051010",NA,NA,NA,2,4869273.01,0
"NH2192020",NA,NA,NA,1,184280.8,165852.72
"NH2232010",NA,NA,NA,1,383000,63170
"NH2232030",NA,NA,NA,1,160000,0
"NH2232140",NA,NA,NA,1,89873.25,0
"NH2271010",NA,NA,NA,1,400000,60000
"NH2301020",NA,NA,NA,1,40000,12000
"NH2303010",NA,NA,NA,1,500000,87498
"NH2312030",NA,NA,NA,1,205349.25,41069.85
"NH2342070",NA,NA,NA,1,250000,0
"NH2351010",NA,NA,NA,1,438475,175390
"NH2391010",NA,NA,NA,1,3690000,848700
"NH2401020",NA,NA,NA,1,700000,0
"NH2512010",NA,NA,NA,1,300000,30000
"NH2542030",NA,NA,NA,1,1021486.58,0
"NH2542060",NA,NA,NA,1,572000,0
"NH2561010",NA,NA,NA,1,436763.65,152867.28
"NJ0102001",NA,NA,NA,2,5076156,2538078
"NJ0103001",NA,NA,NA,1,1797040,351331
"NJ0112001",NA,NA,NA,2,3380539,156423
"NJ0113001",NA,NA,NA,5,8818423,990670
"NJ0119002",NA,NA,NA,1,3086719,768359
"NJ0232001",NA,NA,NA,1,10137776,0
"NJ0257001",NA,NA,NA,1,1284553,0
"NJ0264001",NA,NA,NA,1,1111508,0
"NJ0303001",NA,NA,NA,4,4002394,0
"NJ0305001",NA,NA,NA,1,1012783,500000
"NJ0313001",NA,NA,NA,1,1896695,0
"NJ0319001",NA,NA,NA,2,2898316,209224
"NJ0322001",NA,NA,NA,1,20673267,0
"NJ0323001",NA,NA,NA,1,5926014,0
"NJ0327001",NA,NA,NA,1,7386795,0
"NJ0329004",NA,NA,NA,2,1096990,490065
"NJ0338001",NA,NA,NA,4,10137203,2561491
"NJ0404001",NA,NA,NA,1,899009,452673
"NJ0408001",NA,NA,NA,2,8291254.96,1995000
"NJ0412001",NA,NA,NA,2,1538763,219186
"NJ0414001",NA,NA,NA,4,2139803,0
"NJ0415002",NA,NA,NA,1,2025598,420123
"NJ0424001",NA,NA,NA,1,2532540,0
"NJ0428002",NA,NA,NA,1,332702,0
"NJ0436007",NA,NA,NA,1,2984617,618206
"NJ0501001",NA,NA,NA,1,1118240,0
"NJ0502001",NA,NA,NA,1,1666242,0
"NJ0505002",NA,NA,NA,1,2870060,0
"NJ0510001",NA,NA,NA,2,1823035,0
"NJ0514001",NA,NA,NA,2,2749893,0
"NJ0516001",NA,NA,NA,1,301500,99800
"NJ0601001",NA,NA,NA,2,5363707,2681853
"NJ0610001",NA,NA,NA,1,3658644,0
"NJ0614003",NA,NA,NA,3,10055579,2926610
"NJ0702001",NA,NA,NA,1,281927,0
"NJ0705001",NA,NA,NA,3,30097791,3513918
"NJ0708001",NA,NA,NA,2,3120065,550000
"NJ0712001",NA,NA,NA,3,67196540,2000000
"NJ0714001",NA,NA,NA,8,79103249,25571214
"NJ0716001",NA,NA,NA,1,1947148,0
"NJ0801001",NA,NA,NA,1,2765180,369000
"NJ0803001",NA,NA,NA,1,310000,155000
"NJ0810004",NA,NA,NA,2,2657338,0
"NJ0812001",NA,NA,NA,1,1490099,500000
"NJ0813001",NA,NA,NA,1,1101000,500000
"NJ0814001",NA,NA,NA,1,629109,0
"NJ0818004",NA,NA,NA,5,3483158,0
"NJ0821001",NA,NA,NA,1,279520,55904
"NJ0822001",NA,NA,NA,1,669942,669942
"NJ0824001",NA,NA,NA,1,942166,471082
"NJ0905001",NA,NA,NA,2,13263677,0
"NJ0906001",NA,NA,NA,8,47678095,2000000
"NJ1005001",NA,NA,NA,7,11254997,0
"NJ1009001",NA,NA,NA,1,899190,0
"NJ1013001",NA,NA,NA,1,930445,465223
"NJ1014001",NA,NA,NA,1,100000,100000
"NJ1103001",NA,NA,NA,2,2032262,801631
"NJ1104001",NA,NA,NA,2,339627,173085
"NJ1108001",NA,NA,NA,2,1373761,691246
"NJ1111001",NA,NA,NA,4,46188876,11500000
"NJ1209002",NA,NA,NA,5,13457392,261519
"NJ1212001",NA,NA,NA,2,3384916,0
"NJ1213002",NA,NA,NA,1,2835280,591760
"NJ1216001",NA,NA,NA,4,5234907,0
"NJ1219001",NA,NA,NA,1,15665000,0
"NJ1224001",NA,NA,NA,1,730010,365005
"NJ1225001",NA,NA,NA,10,91446351,0
"NJ1308001",NA,NA,NA,3,4909095,0
"NJ1321001",NA,NA,NA,1,2619000,1309000
"NJ1327001",NA,NA,NA,2,6416652,0
"NJ1328002",NA,NA,NA,2,18623572,0
"NJ1329001",NA,NA,NA,2,6026500.46,0
"NJ1330002",NA,NA,NA,1,1242527,0
"NJ1330004",NA,NA,NA,1,1288473,500000
"NJ1340001",NA,NA,NA,3,5246596,1360151
"NJ1341001",NA,NA,NA,2,760773,0
"NJ1345001",NA,NA,NA,4,44356434,0
"NJ1352003",NA,NA,NA,2,4401620,0
"NJ1352005",NA,NA,NA,3,16588983,1610816
"NJ1401001",NA,NA,NA,3,3484716,0
"NJ1426005",NA,NA,NA,1,164194,0
"NJ1428001",NA,NA,NA,3,1628465,832310
"NJ1501001",NA,NA,NA,1,192583,38456
"NJ1503001",NA,NA,NA,3,7188001,2337625
"NJ1505004",NA,NA,NA,4,5410763,1261434
"NJ1506001",NA,NA,NA,4,21923029,0
"NJ1510001",NA,NA,NA,1,4138560,0
"NJ1511001",NA,NA,NA,4,29294853,0
"NJ1514002",NA,NA,NA,2,4601385,0
"NJ1515001",NA,NA,NA,1,1146883,500000
"NJ1516001",NA,NA,NA,4,8236751,0
"NJ1517001",NA,NA,NA,6,23411306,1488884
"NJ1518005",NA,NA,NA,1,1386000,0
"NJ1520001",NA,NA,NA,6,5856025.92,555427
"NJ1521001",NA,NA,NA,2,947877,475409
"NJ1527001",NA,NA,NA,1,1939061,401354
"NJ1528001",NA,NA,NA,1,2472322,500000
"NJ1530003",NA,NA,NA,3,3655243,192462
"NJ1532002",NA,NA,NA,3,2790873,905430
"NJ1601001",NA,NA,NA,1,462862,234012
"NJ1605002",NA,NA,NA,2,37070591,9277648
"NJ1609001",NA,NA,NA,1,1527873,0
"NJ1613001",NA,NA,NA,4,18761747,0
"NJ1702001",NA,NA,NA,1,580000,290000
"NJ1707001",NA,NA,NA,1,10459764,1566666
"NJ1712001",NA,NA,NA,1,11602416,5000000
"NJ1904009",NA,NA,NA,1,563450,0
"NJ1909001",NA,NA,NA,1,85000,15000
"NJ1911003",NA,NA,NA,1,54900,13725
"NJ1911006",NA,NA,NA,1,84840,84840
"NJ1912001",NA,NA,NA,1,100000,25000
"NJ1919001",NA,NA,NA,1,2185220,500000
"NJ1920001",NA,NA,NA,1,353000,151261
"NJ1922010",NA,NA,NA,1,811765,500000
"NJ2004002",NA,NA,NA,3,51789090,2121919
"NJ2013001",NA,NA,NA,2,15073781,0
"NJ2112001",NA,NA,NA,1,262000,131000
"NM3500101",NA,NA,NA,7,3739756.14,1812461
"NM3500521",NA,NA,NA,1,680000,544000
"NM3503621",NA,NA,NA,1,277249,0
"NM3504426",NA,NA,NA,1,433500,325125
"NM3505126",NA,NA,NA,6,6733188,3234605
"NM3506621",NA,NA,NA,1,744355,558266.5
"NM3507129",NA,NA,NA,1,2110900,0
"NM3507529",NA,NA,NA,1,42500,29750
"NM3507829",NA,NA,NA,1,120001,0
"NM3509623",NA,NA,NA,1,2012853,1010048
"NM3509924",NA,NA,NA,1,154129,38532.25
"NM3510218",NA,NA,NA,1,254997,191248
"NM3510224",NA,NA,NA,5,16789313.28,4719528.57
"NM3510324",NA,NA,NA,2,4634496,898281
"NM3510701",NA,NA,NA,8,10158278,2743737.9
"NM3510732",NA,NA,NA,1,468306,117077
"NM3511207",NA,NA,NA,1,850000,637500
"NM3513114",NA,NA,NA,1,3030000,757500
"NM3513319",NA,NA,NA,2,2655425,663856
"NM3513519",NA,NA,NA,1,197981,138586
"NM3513607",NA,NA,NA,1,1729692,0
"NM3514327",NA,NA,NA,1,1241022.94,0
"NM3518025",NA,NA,NA,10,7161860,5327325
"NM3520024",NA,NA,NA,1,227907,0
"NM3520203",NA,NA,NA,3,10219042,2113425
"NM3520608",NA,NA,NA,2,21578105,5302247
"NM3522209",NA,NA,NA,1,731912,548934
"NM3522609",NA,NA,NA,1,505000,0
"NM3522812",NA,NA,NA,1,744472,558354
"NM3523528",NA,NA,NA,2,1405733.86,304300.4
"NM3523728",NA,NA,NA,2,1336230,668115
"NM3524030",NA,NA,NA,1,550000,412500
"NM3524230",NA,NA,NA,1,571174.02,428381
"NM3524932",NA,NA,NA,1,1310980,0
"NM3525033",NA,NA,NA,1,1206979,905234
"NM3525332",NA,NA,NA,1,1864319,245859
"NM3526204",NA,NA,NA,1,357904.34,0
"NM3526504",NA,NA,NA,1,21000,0
"NM3527031",NA,NA,NA,2,2080279,155288
"NM3527920",NA,NA,NA,1,50500,12625
"NM3528020",NA,NA,NA,5,6345422,3634066
"NM3528422",NA,NA,NA,1,250000,200000
"NM3528616",NA,NA,NA,1,2372250,1186125
"NM3531804",NA,NA,NA,1,1401122.59,0
"NM3531904",NA,NA,NA,1,371414.06,107818
"NM3537326",NA,NA,NA,6,6411865.29,808505
"NM3543623",NA,NA,NA,1,79817.65,0
"NM3554307",NA,NA,NA,4,8316890,2326723
"NM3563619",NA,NA,NA,1,120000,0
"NM3573627",NA,NA,NA,1,299185,0
"NM3573725",NA,NA,NA,1,1944140,0
"NM3574729",NA,NA,NA,2,621890,282800
"NM3575501",NA,NA,NA,1,2000000,1600000
"NV0000004",NA,NA,NA,4,20060746.06,100000
"NV0000005",NA,NA,NA,2,2005500,2005500
"NV0000006",NA,NA,NA,2,138000,138000
"NV0000009",NA,NA,NA,2,575000,575000
"NV0000014",NA,NA,NA,1,75000,75000
"NV0000015",NA,NA,NA,3,38098745.4,0
"NV0000063",NA,NA,NA,1,1021376,1021376
"NV0000071",NA,NA,NA,2,733387.73,733387.73
"NV0000072",NA,NA,NA,4,1569106,1569106
"NV0000073",NA,NA,NA,1,63000,63000
"NV0000090",NA,NA,NA,3,49929328.58,0
"NV0000147",NA,NA,NA,1,200000,0
"NV0000158",NA,NA,NA,1,3000000,0
"NV0000160",NA,NA,NA,1,2700000,0
"NV0000161",NA,NA,NA,2,4977458.72,476458.72
"NV0000162",NA,NA,NA,2,1065218.05,1065218.05
"NV0000164",NA,NA,NA,1,80750,80750
"NV0000167",NA,NA,NA,1,12475500,0
"NV0000169",NA,NA,NA,1,378860.88,378860.88
"NV0000175",NA,NA,NA,3,35334848,74848
"NV0000190",NA,NA,NA,4,13969176.34,616000
"NV0000218",NA,NA,NA,1,80000,0
"NV0000219",NA,NA,NA,1,400000,400000
"NV0000223",NA,NA,NA,3,1048858.69,1048858.69
"NV0000237",NA,NA,NA,3,3260780,3260780
"NV0000239",NA,NA,NA,2,486889.1,79662
"NV0000246",NA,NA,NA,2,3300163.87,1126435
"NV0000252",NA,NA,NA,1,575000,575000
"NV0000255",NA,NA,NA,1,567322.05,0
"NV0000258",NA,NA,NA,2,2037110.97,0
"NV0000260",NA,NA,NA,2,1299992.48,500000
"NV0000265",NA,NA,NA,1,450434,450434
"NV0000268",NA,NA,NA,2,550671,550671
"NV0000282",NA,NA,NA,1,33836.91,0
"NV0000319",NA,NA,NA,3,571700,571700
"NV0000355",NA,NA,NA,1,1105630,0
"NV0000363",NA,NA,NA,2,885281.39,885281.39
"NV0000406",NA,NA,NA,2,224109.82,224109.82
"NV0000732",NA,NA,NA,2,597976,597976
"NV0000809",NA,NA,NA,1,50000,0
"NV0000863",NA,NA,NA,1,685522.57,685522.57
"NV0000959",NA,NA,NA,1,1150000,0
"NV0002023",NA,NA,NA,2,229415.42,229415.42
"NV0003079",NA,NA,NA,2,699113.31,37400
"NV0004021",NA,NA,NA,1,500000,500000
"NV0004092",NA,NA,NA,1,500000,500000
"NY0100189",NA,NA,NA,28,279164843,0
"NY0100198",NA,NA,NA,1,640000,0
"NY0100201",NA,NA,NA,1,1800000,0
"NY0200309",NA,NA,NA,1,1934400,0
"NY0200312",NA,NA,NA,1,1198320,0
"NY0200316",NA,NA,NA,1,3247397,0
"NY0200320",NA,NA,NA,1,7659811,3445509.5
"NY0200325",NA,NA,NA,1,1439397,0
"NY0400335",NA,NA,NA,1,818636,0
"NY0400348",NA,NA,NA,1,3593000,0
"NY0419355",NA,NA,NA,1,681455,0
"NY0501721",NA,NA,NA,1,841307,0
"NY0501722",NA,NA,NA,1,5112000,0
"NY0501731",NA,NA,NA,1,712816,0
"NY0600358",NA,NA,NA,1,4000000,0
"NY0600363",NA,NA,NA,1,5700000,0
"NY0600364",NA,NA,NA,2,1247232,0
"NY0600368",NA,NA,NA,1,6452000,0
"NY0600375",NA,NA,NA,1,3513000,0
"NY0600376",NA,NA,NA,2,6607000,0
"NY0615782",NA,NA,NA,1,4300000,0
"NY0630121",NA,NA,NA,1,4829269,0
"NY0801742",NA,NA,NA,1,470000,0
"NY0801746",NA,NA,NA,1,997750,0
"NY0801749",NA,NA,NA,1,2937207,0
"NY0930006",NA,NA,NA,1,13420000,0
"NY1101754",NA,NA,NA,1,920000,0
"NY1200257",NA,NA,NA,1,889892,0
"NY1200258",NA,NA,NA,1,462476,0
"NY1200261",NA,NA,NA,1,3227510,0
"NY1200262",NA,NA,NA,1,1145171,0
"NY1200266",NA,NA,NA,1,1600000,0
"NY1302760",NA,NA,NA,1,233100,0
"NY1302771",NA,NA,NA,1,450400,0
"NY1302772",NA,NA,NA,1,1942776,0
"NY1302775",NA,NA,NA,1,1520000,0
"NY1302776",NA,NA,NA,1,3358319,0
"NY1302778",NA,NA,NA,1,1893312,0
"NY1302783",NA,NA,NA,1,5377359,0
"NY1302796",NA,NA,NA,2,4786692,0
"NY1302812",NA,NA,NA,1,4349456,0
"NY1313839",NA,NA,NA,1,1590825,0
"NY1330291",NA,NA,NA,2,20016339,0
"NY1400423",NA,NA,NA,1,947038,0
"NY1400517",NA,NA,NA,1,5194821,0
"NY1500278",NA,NA,NA,1,2977707,0
"NY1500282",NA,NA,NA,1,4045362,0
"NY1500283",NA,NA,NA,1,7399470,0
"NY1500284",NA,NA,NA,1,1800000,0
"NY1500291",NA,NA,NA,1,885040,0
"NY1500293",NA,NA,NA,1,12033104,0
"NY1500295",NA,NA,NA,1,1800000,0
"NY1500305",NA,NA,NA,1,2684665,0
"NY1516260",NA,NA,NA,1,1268250,0
"NY1520370",NA,NA,NA,1,935342,0
"NY1600011",NA,NA,NA,2,13870000,0
"NY1600012",NA,NA,NA,1,9289401,0
"NY1700017",NA,NA,NA,1,1108600,0
"NY1800542",NA,NA,NA,1,2298000,0
"NY1900027",NA,NA,NA,2,7232692,0
"NY1900030",NA,NA,NA,1,1724274,0
"NY1900033",NA,NA,NA,1,3457998,0
"NY2000126",NA,NA,NA,1,2587250,0
"NY2000129",NA,NA,NA,1,3767993,0
"NY2000130",NA,NA,NA,1,601344,0
"NY2102306",NA,NA,NA,1,300000,0
"NY2102311",NA,NA,NA,1,2531632,0
"NY2102316",NA,NA,NA,2,2711302,0
"NY2202328",NA,NA,NA,1,2455000,0
"NY2202336",NA,NA,NA,1,4208764,0
"NY2202341",NA,NA,NA,1,5247000,0
"NY2202344",NA,NA,NA,1,4864000,0
"NY2202350",NA,NA,NA,1,594800,0
"NY2215918",NA,NA,NA,1,208078,0
"NY2221206",NA,NA,NA,2,9540000,0
"NY2230018",NA,NA,NA,1,1696451,0
"NY2230115",NA,NA,NA,1,4780000,2192523
"NY2402361",NA,NA,NA,1,2926066,0
"NY2402365",NA,NA,NA,1,2031008,0
"NY2402367",NA,NA,NA,1,1242484,0
"NY2602371",NA,NA,NA,1,1060000,0
"NY2701047",NA,NA,NA,1,35500000,17750000
"NY2800136",NA,NA,NA,2,12982097,5081048.5
"NY2800138",NA,NA,NA,1,1441729,0
"NY2800139",NA,NA,NA,2,2119954,0
"NY2800140",NA,NA,NA,1,360000,0
"NY2902827",NA,NA,NA,2,1864795,0
"NY2902841",NA,NA,NA,2,14735500,0
"NY3100564",NA,NA,NA,1,3500000,0
"NY3202405",NA,NA,NA,1,5391791,0
"NY3202416",NA,NA,NA,1,1344190,0
"NY3230037",NA,NA,NA,1,21428000,0
"NY3304312",NA,NA,NA,1,922000,0
"NY3304334",NA,NA,NA,3,37134866,0
"NY3304336",NA,NA,NA,3,24921970,8860935
"NY3503534",NA,NA,NA,1,2334560,0
"NY3503549",NA,NA,NA,1,2044700,0
"NY3503550",NA,NA,NA,1,3348796,1010188
"NY3503561",NA,NA,NA,1,2225513,1087163.5
"NY3503584",NA,NA,NA,2,4587586,0
"NY3503627",NA,NA,NA,3,39083766,0
"NY3530057",NA,NA,NA,1,1194716,0
"NY3600598",NA,NA,NA,1,1246000,0
"NY3704353",NA,NA,NA,1,3225540,0
"NY3704363",NA,NA,NA,1,517843,0
"NY3704364",NA,NA,NA,1,2255000,0
"NY3704365",NA,NA,NA,1,8466000,0
"NY3730165",NA,NA,NA,3,25519549,3965316
"NY3800152",NA,NA,NA,1,2762980,0
"NY3800158",NA,NA,NA,1,3200000,1561704.13
"NY3920093",NA,NA,NA,1,1689614,0
"NY4100041",NA,NA,NA,2,8987119,0
"NY4100043",NA,NA,NA,1,66480,0
"NY4100044",NA,NA,NA,1,8731275,0
"NY4100045",NA,NA,NA,2,7312620,0
"NY4100050",NA,NA,NA,3,31049995,0
"NY4104503",NA,NA,NA,1,1001800,0
"NY4130317",NA,NA,NA,1,9315304,0
"NY4130338",NA,NA,NA,1,9530000,4765000
"NY4404385",NA,NA,NA,1,163800,0
"NY4404387",NA,NA,NA,1,2948400,0
"NY4404398",NA,NA,NA,1,7144564,0
"NY4500164",NA,NA,NA,1,13111866,0
"NY4500166",NA,NA,NA,1,34068,0
"NY4500167",NA,NA,NA,1,474000,0
"NY4500170",NA,NA,NA,1,1080000,0
"NY4500177",NA,NA,NA,1,5154322,0
"NY4600067",NA,NA,NA,1,2100000,0
"NY4700093",NA,NA,NA,1,2720000,0
"NY4700094",NA,NA,NA,1,1300200,0
"NY4700098",NA,NA,NA,2,1165276,0
"NY4700099",NA,NA,NA,2,1892548,0
"NY4801191",NA,NA,NA,1,4506417,0
"NY4901194",NA,NA,NA,1,3328800,0
"NY4901199",NA,NA,NA,1,2600000,0
