"pwsid","total_pop_pct_change_2011_2021","laborforce_unemployed_pct_change_2011_2021","mhi_pct_change_2011_2021","hh_inc_lowest_quintile_pct_change_2011_2021","hh_total_pct_change_2011_2021","hh_below_pov_pct_change_2011_2021","poc_alone_per_pct_change_2011_2021","pop_in_pov_per_pct_change_2011_2021","income_change_flag","population_change_flag","total_pop_pct_change_2011_2021_cap","mhi_pct_change_2011_2021_cap"
"VT0005525",9.68,-100,-15.57,-42.99,15.38,100,100,220,"Decrease in income the last 10 years","Increase in people the last 10 years",9.68,-15.57
"VT0005529",0,NA,NA,NA,0,NA,-57.14,-30,NA,NA,0,NA
"VT0005530",0,-100,6.1,3.89,-8.33,0,900,-25,"Increase in income the last 10 years",NA,0,6.1
"VT0005532",11.11,-50,7.7,2.29,5.26,0,200,0,"Increase in income the last 10 years","Increase in people the last 10 years",11.11,7.7
"VT0005534",-6.33,-58.82,13.3,0.94,-5.67,-16.67,50,37.5,"Increase in income the last 10 years","Decrease in people the last 10 years",-6.33,13.3
"VT0005535",-0.97,25,27.31,15.07,0,-25,100,-28.57,"Increase in income the last 10 years","Decrease in people the last 10 years",-0.97,27.31
"VT0005536",-17.65,-100,-24.73,-19.71,-12.5,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-17.65,-24.73
"VT0005537",-25,NA,2.95,-1.97,0,NA,133.33,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-25,2.95
"VT0005538",19.05,NA,NA,NA,33.33,0,33.33,-38.46,NA,"Increase in people the last 10 years",19.05,NA
"VT0005539",15.38,-100,6.67,14.17,0,NA,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",15.38,6.67
"VT0005540",9.09,NA,6.67,14.17,0,NA,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",9.09,6.67
"VT0005541",-17.24,0,-24.73,-19.71,-14.29,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-17.24,-24.73
"VT0005542",-16.67,-100,-24.73,-19.71,-22.22,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-16.67,-24.73
"VT0005545",-11.11,NA,NA,NA,0,NA,NA,116.67,NA,"Decrease in people the last 10 years",-11.11,NA
"VT0005555",1.61,-60,0.2,-15.59,-4,40,50,62.5,"Increase in income the last 10 years","Increase in people the last 10 years",1.61,0.2
"VT0005556",6.49,0,6.35,-8.63,7.27,200,300,20,"Increase in income the last 10 years","Increase in people the last 10 years",6.49,6.35
"VT0005557",4.88,-66.67,2.75,-2.05,22.58,0,-33.33,50,"Increase in income the last 10 years","Increase in people the last 10 years",4.88,2.75
"VT0005563",-7.14,-100,0.19,17.12,9.09,0,NA,-9.09,"Increase in income the last 10 years","Decrease in people the last 10 years",-7.14,0.19
"VT0005565",5.45,-20,39.97,38,2.99,-40,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",5.45,39.97
"VT0005566",5.29,-3.33,-1.65,4.12,9.09,-15.15,75,-50,"Decrease in income the last 10 years","Increase in people the last 10 years",5.29,-1.65
"VT0005570",10.34,-50,NA,NA,-4,0,400,-27.27,NA,"Increase in people the last 10 years",10.34,NA
"VT0005571",11.11,NA,6.67,14.17,0,NA,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",11.11,6.67
"VT0005573",13.64,-100,6.67,14.17,0,NA,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",13.64,6.67
"VT0005575",14.29,NA,6.67,14.17,0,NA,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",14.29,6.67
"VT0005578",-18,-50,NA,NA,-12.5,0,NA,116.67,NA,"Decrease in people the last 10 years",-18,NA
"VT0005581",6.06,0,26.08,7.85,7.14,0,0,22.22,"Increase in income the last 10 years","Increase in people the last 10 years",6.06,26.08
"VT0005582",8.7,-100,NA,NA,10,0,0,22.22,NA,"Increase in people the last 10 years",8.7,NA
"VT0005584",0,-100,NA,NA,-9.09,0,0,-19.05,NA,NA,0,NA
"VT0005586",-2.7,-100,NA,NA,0,0,100,-40,NA,"Decrease in people the last 10 years",-2.7,NA
"VT0005589",20,NA,-15.57,-42.99,25,NA,100,220,"Decrease in income the last 10 years","Increase in people the last 10 years",20,-15.57
"VT0005590",15,-50,6.67,14.17,0,0,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",15,6.67
"VT0005592",20.69,-100,22.31,-8.25,0,0,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",20.69,22.31
"VT0005593",50,NA,NA,NA,0,NA,100,220,NA,"Increase in people the last 10 years",50,NA
"VT0005594",-1.86,-50,-7.76,-25.3,-6.45,-8.33,0,-19.05,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.86,-7.76
"VT0005596",0,NA,16.9,6.65,12.5,0,133.33,-50,"Increase in income the last 10 years",NA,0,16.9
"VT0005597",10,NA,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",10,NA
"VT0005599",15.08,-75,15.8,19.46,3.64,0,100,0,"Increase in income the last 10 years","Increase in people the last 10 years",15.08,15.8
"VT0005600",-20,-100,NA,NA,-14.29,0,NA,116.67,NA,"Decrease in people the last 10 years",-20,NA
"VT0005602",-2.73,-50,1.43,-23.4,5.48,0,133.33,100,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.73,1.43
"VT0005603",22.22,NA,-8.5,1.59,0,NA,100,0,"Decrease in income the last 10 years","Increase in people the last 10 years",22.22,-8.5
"VT0005604",20,NA,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",20,NA
"VT0005607",0,-100,NA,NA,12.5,0,200,0,NA,NA,0,NA
"VT0005608",11.11,NA,NA,NA,12.5,0,100,220,NA,"Increase in people the last 10 years",11.11,NA
"VT0005609",-15.91,-60,-14.29,46.33,-13.79,-44.44,200,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-15.91,-14.29
"VT0005611",19.05,NA,NA,NA,33.33,0,33.33,-38.46,NA,"Increase in people the last 10 years",19.05,NA
"VT0005615",-16.22,-50,-24.73,-19.71,-11.11,100,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-16.22,-24.73
"VT0005617",-5.56,-100,NA,NA,-14.29,0,175,7.14,NA,"Decrease in people the last 10 years",-5.56,NA
"VT0005618",-20,NA,-16.61,-40.94,0,NA,300,175,"Decrease in income the last 10 years","Decrease in people the last 10 years",-20,-16.61
"VT0005619",15.15,-50,NA,NA,0,0,300,-28.57,NA,"Increase in people the last 10 years",15.15,NA
"VT0005621",-40.58,-100,NA,NA,-43.33,-100,50,-33.33,NA,"Decrease in people the last 10 years",-40.58,NA
"VT0005623",-17.39,0,-24.73,-19.71,-9.09,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-17.39,-24.73
"VT0005626",15.38,-100,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",15.38,NA
"VT0005628",-6.88,28.57,-9.32,-21.99,-11.11,-16.67,100,28.57,"Decrease in income the last 10 years","Decrease in people the last 10 years",-6.88,-9.32
"VT0005629",16.67,-100,22.31,-8.25,9.09,0,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",16.67,22.31
"VT0005630",-17.39,-50,-24.73,-19.71,-13.64,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-17.39,-24.73
"VT0005631",14.52,-66.67,6.67,14.17,0,0,300,-28.57,"Increase in income the last 10 years","Increase in people the last 10 years",14.52,6.67
"VT0005632",15.25,-66.67,NA,NA,-3.7,0,300,-28.57,NA,"Increase in people the last 10 years",15.25,NA
"VT0005633",14.81,-100,22.31,-8.25,0,0,300,-42.86,"Increase in income the last 10 years","Increase in people the last 10 years",14.81,22.31
"VT0005635",-14.29,-100,NA,NA,-8.33,-50,200,-25,NA,"Decrease in people the last 10 years",-14.29,NA
"VT0005636",-16.67,0,-24.73,-19.71,-13.33,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-16.67,-24.73
"VT0005637",-14.29,-100,-14.29,46.33,-13.33,-50,200,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-14.29,-14.29
"VT0005638",5.88,-42.86,26.08,7.85,4.2,0,0,22.22,"Increase in income the last 10 years","Increase in people the last 10 years",5.88,26.08
"VT0005640",8.33,NA,NA,NA,0,NA,66.67,25,NA,"Increase in people the last 10 years",8.33,NA
"VT0005645",-11.11,0,NA,NA,-14.29,0,100,28.57,NA,"Decrease in people the last 10 years",-11.11,NA
"VT0005646",19.4,0,NA,NA,6.25,133.33,0,44.44,NA,"Increase in people the last 10 years",19.4,NA
"VT0005647",15.38,-100,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",15.38,NA
"VT0005649",-23.85,-80,-16.39,-26.09,-23.53,-50,25,-16.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-23.85,-16.39
"VT0005650",20,0,NA,NA,33.33,0,33.33,-38.46,NA,"Increase in people the last 10 years",20,NA
"VT0005652",1.53,-85.71,-9.61,-6.5,12.4,-40,100,0,"Decrease in income the last 10 years","Increase in people the last 10 years",1.53,-9.61
"VT0005654",-4.35,-33.33,16.17,-72.35,-7.69,150,125,22.22,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.35,16.17
"VT0005655",4.17,0,NA,NA,0,0,300,-42.86,NA,"Increase in people the last 10 years",4.17,NA
"VT0005657",12.24,-100,-13.51,-41.29,14.29,50,100,150,"Decrease in income the last 10 years","Increase in people the last 10 years",12.24,-13.51
"VT0006624",-4.17,-28.57,-15.98,-34.06,-10,166.67,166.67,128.57,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.17,-15.98
"VT0008300",0,0,14.98,10.64,0,0,-57.14,-30,"Increase in income the last 10 years",NA,0,14.98
"VT0020002",-8.89,-100,16.17,-72.35,-11.76,150,125,55.56,"Increase in income the last 10 years","Decrease in people the last 10 years",-8.89,16.17
"VT0020003",0,NA,NA,NA,-100,NA,NA,116.67,NA,NA,0,NA
"VT0020031",10,-50,7.7,2.29,4.76,0,200,0,"Increase in income the last 10 years","Increase in people the last 10 years",10,7.7
"VT0020080",-2.49,-27.78,25.27,33.29,-17.68,-30.43,100,-14.29,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.49,25.27
"VT0020091",-13.46,-100,32.15,-23.99,-16.67,50,250,77.78,"Increase in income the last 10 years","Decrease in people the last 10 years",-13.46,32.15
"VT0020092",2.72,-75,13.92,18.47,0,-11.11,0,0,"Increase in income the last 10 years","Increase in people the last 10 years",2.72,13.92
"VT0020098",4.55,0,20.29,36.52,7.14,0,0,80,"Increase in income the last 10 years","Increase in people the last 10 years",4.55,20.29
"VT0020100",-16.67,-100,-24.73,-19.71,-22.22,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-16.67,-24.73
"VT0020135",18.18,NA,NA,NA,0,NA,100,220,NA,"Increase in people the last 10 years",18.18,NA
"VT0020151",16.98,0,-11.53,7.63,4,0,0,-25,"Decrease in income the last 10 years","Increase in people the last 10 years",16.98,-11.53
"VT0020153",-14.29,-100,-14.29,46.33,-11.11,0,200,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-14.29,-14.29
"VT0020184",-6.65,-55,-5.84,-4.8,-4.41,44.44,66.67,-11.76,"Decrease in income the last 10 years","Decrease in people the last 10 years",-6.65,-5.84
"VT0020308",3.45,NA,16.47,33.79,-8.33,-100,50,20,"Increase in income the last 10 years","Increase in people the last 10 years",3.45,16.47
"VT0020333",8.4,-30.43,1.77,6.98,9.23,21.21,88.89,7.14,"Increase in income the last 10 years","Increase in people the last 10 years",8.4,1.77
"VT0020415",4.17,-66.67,27.56,27.01,3.77,0,50,-22.22,"Increase in income the last 10 years","Increase in people the last 10 years",4.17,27.56
"VT0020439",20,NA,NA,NA,22.22,0,33.33,-38.46,NA,"Increase in people the last 10 years",20,NA
"VT0020449",-2.1,-66.67,1.43,-23.4,5.26,0,133.33,100,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.1,1.43
"VT0020455",-21.1,-64.29,1.13,34.79,-19.73,-33.33,33.33,-14.29,"Increase in income the last 10 years","Decrease in people the last 10 years",-21.1,1.13
"VT0020456",-17.74,-66.67,-24.73,-19.71,-13.33,50,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-17.74,-24.73
"VT0020466",-9.9,-61.29,24.45,17.76,21.28,-23.68,37.5,-18.18,"Increase in income the last 10 years","Decrease in people the last 10 years",-9.9,24.45
"VT0020471",12.33,-33.33,5.18,5.38,-2.74,-33.33,28.57,-25,"Increase in income the last 10 years","Increase in people the last 10 years",12.33,5.18
"VT0020508",-16.22,-66.67,NA,NA,-12.5,-40,200,-25,NA,"Decrease in people the last 10 years",-16.22,NA
"VT0020551",78.24,100,-2.1,-28.46,20.78,36.36,87.5,18.18,"Decrease in income the last 10 years","Increase in people the last 10 years",78.24,-2.1
"VT0020552",-12.63,-62.5,5.68,-16.49,-4.3,-15.38,33.33,0,"Increase in income the last 10 years","Decrease in people the last 10 years",-12.63,5.68
"VT0020562",8.93,-52.83,4.71,13.98,2.65,-2.7,40,-41.67,"Increase in income the last 10 years","Increase in people the last 10 years",8.93,4.71
"VT0020568",-13.59,104.76,42.09,28.17,-3.01,-13.95,-50,-9.09,"Increase in income the last 10 years","Decrease in people the last 10 years",-13.59,42.09
"VT0020603",-2.08,50,-27.54,-9.74,-9.09,50,0,112.5,"Decrease in income the last 10 years","Decrease in people the last 10 years",-2.08,-27.54
"VT0020605",-21.18,-66.67,1.13,34.79,-19.78,-33.33,33.33,-14.29,"Increase in income the last 10 years","Decrease in people the last 10 years",-21.18,1.13
"VT0020614",-2.55,-29.41,25.27,33.29,-17.95,-29.55,100,-14.29,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.55,25.27
"VT0020618",-25,NA,-14.29,46.33,-50,NA,200,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-25,-14.29
"VT0020722",-11.49,-58.33,12.66,7.6,-8.62,-40.91,40,-30,"Increase in income the last 10 years","Decrease in people the last 10 years",-11.49,12.66
"VT0020734",-6.83,20,-9.32,-21.99,-12.64,-27.78,100,28.57,"Decrease in income the last 10 years","Decrease in people the last 10 years",-6.83,-9.32
"VT0020737",-5.95,-100,-2.56,-15.58,0,0,-50,-20,"Decrease in income the last 10 years","Decrease in people the last 10 years",-5.95,-2.56
"VT0020744",-12.92,83.33,25.06,7.23,-2.44,-16.67,-62.5,-9.09,"Increase in income the last 10 years","Decrease in people the last 10 years",-12.92,25.06
"VT0020760",5.81,0,NA,NA,0,0,133.33,-6.06,NA,"Increase in people the last 10 years",5.81,NA
"VT0020775",4.35,-33.33,33.92,-3.34,-2.33,9.09,75,-6.25,"Increase in income the last 10 years","Increase in people the last 10 years",4.35,33.92
"VT0020790",-4.17,-100,-16.61,-40.94,10,NA,300,175,"Decrease in income the last 10 years","Decrease in people the last 10 years",-4.17,-16.61
"VT0020791",1.32,-45.45,17.37,-7.53,-2.78,12,100,-3.57,"Increase in income the last 10 years","Increase in people the last 10 years",1.32,17.37
"VT0020801",8.67,0,8.81,35.74,5.26,25,-25,-22.22,"Increase in income the last 10 years","Increase in people the last 10 years",8.67,8.81
"VT0020847",2.17,-25,-11.53,-26.57,5.17,66.67,200,40,"Decrease in income the last 10 years","Increase in people the last 10 years",2.17,-11.53
"VT0020855",9.76,0,2.92,5.06,16.13,200,100,0,"Increase in income the last 10 years","Increase in people the last 10 years",9.76,2.92
"VT0020867",-13.73,-100,NA,NA,-19.51,-50,-16.67,-75,NA,"Decrease in people the last 10 years",-13.73,NA
"VT0020885",-3.87,-60,9.56,0.42,-7.69,-20,200,66.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-3.87,9.56
"VT0020889",-1.92,-51.85,-7.76,-25.3,-6.43,-7.41,0,-19.05,"Decrease in income the last 10 years","Decrease in people the last 10 years",-1.92,-7.76
"VT0020917",-16.48,-66.67,-14.29,46.33,-12.5,-33.33,200,-25,"Decrease in income the last 10 years","Decrease in people the last 10 years",-16.48,-14.29
"VT0020934",-6.68,-39.13,-15.02,-32.36,-13.78,109.09,166.67,114.29,"Decrease in income the last 10 years","Decrease in people the last 10 years",-6.68,-15.02
"VT0020962",-11.11,NA,-24.73,-19.71,0,NA,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-11.11,-24.73
"VT0020986",10.61,-50,7.7,2.29,7.41,0,200,0,"Increase in income the last 10 years","Increase in people the last 10 years",10.61,7.7
"VT0020990",-4.35,-100,NA,NA,-10,NA,100,100,NA,"Decrease in people the last 10 years",-4.35,NA
"VT0020997",-2.99,-100,15.95,7.77,6,-25,250,-50,"Increase in income the last 10 years","Decrease in people the last 10 years",-2.99,15.95
"VT0021005",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"VT0021015",6.67,-100,2.75,-2.05,16.67,NA,-33.33,50,"Increase in income the last 10 years","Increase in people the last 10 years",6.67,2.75
"VT0021020",6.9,0,NA,NA,18.18,NA,100,0,NA,"Increase in people the last 10 years",6.9,NA
"VT0021023",16.67,NA,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",16.67,NA
"VT0021029",18.18,0,16.81,8.68,0,0,133.33,-33.33,"Increase in income the last 10 years","Increase in people the last 10 years",18.18,16.81
"VT0021035",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"VT0021051",-4.69,-57.14,9.56,0.42,-7.27,-25,100,66.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.69,9.56
"VT0021053",-4.29,-75,9.56,0.42,-6.67,0,100,66.67,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.29,9.56
"VT0021057",-14.29,0,-24.73,-19.71,-14.29,0,NA,116.67,"Decrease in income the last 10 years","Decrease in people the last 10 years",-14.29,-24.73
"VT0021071",-4.01,-23.08,23.25,0.58,-1.21,5,38.46,-35.71,"Increase in income the last 10 years","Decrease in people the last 10 years",-4.01,23.25
"VT0021121",0,NA,NA,NA,50,NA,100,220,NA,NA,0,NA
"VT0021199",15.79,NA,0.52,-33.91,25,0,33.33,-38.46,"Increase in income the last 10 years","Increase in people the last 10 years",15.79,0.52
"VT0021202",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"VT0021207",10,NA,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",10,NA
"VT0021208",18.75,-100,NA,NA,0,NA,300,-28.57,NA,"Increase in people the last 10 years",18.75,NA
"VT0021254",14.29,NA,NA,NA,0,NA,300,-42.86,NA,"Increase in people the last 10 years",14.29,NA
"VT0021272",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"VT0021384",-5.77,0,3.45,-5.28,-4.55,0,75,21.43,"Increase in income the last 10 years","Decrease in people the last 10 years",-5.77,3.45
"VT0021515",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"VT0021748",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
"VT0021767",NA,NA,NA,NA,NA,NA,NA,NA,"Not Enough Data - Operating < 10 years","Not Enough Data - Operating < 10 years",NA,NA
