"pwsid","pw_int_pop.rpl_themes"
"NV0000224",0.605
"NV0000226",0.7644
"NV0000237",0.6214
"NV0000239",0.4885
"NV0000240",0.5152
"NV0000242",0.6217
"NV0000245",0.7824
"NV0000246",0.6493
"NV0000248",0.7118
"NV0000252",0.5361
"NV0000255",0.8696
"NV0000258",0.322
"NV0000259",0.0473
"NV0000260",0.5636
"NV0000265",0.5537
"NV0000268",0.7679
"NV0000270",0.6995
"NV0000271",0.5636
"NV0000272",0.5657
"NV0000273",0.1119
"NV0000277",NA
"NV0000280",NA
"NV0000282",0.5653
"NV0000287",0.9912
"NV0000289",NA
"NV0000292",0.2738
"NV0000300",0.5124
"NV0000303",0.198
"NV0000319",0.3285
"NV0000350",0.5233
"NV0000351",0.7105
"NV0000355",0.3857
"NV0000356",0.0473
"NV0000357",0.4911
"NV0000362",0.8753
"NV0000363",0.8712
"NV0000369",0.8753
"NV0000402",0.7637
"NV0000406",0.4277
"NV0000408",NA
"NV0000430",0.2738
"NV0000431",0.6773
"NV0000765",0.7447
"NV0000801",NA
"NV0000809",0.7644
"NV0000819",0.9469
"NV0000831",0.6278
"NV0000863",0.4684
"NV0000920",0.7637
"NV0000926",0.5772
"NV0000959",0.0913
"NV0001073",0.9469
"NV0001086",0.1966
"NV0001093",0.6167
"NV0001102",0.6773
"NV0002023",0.198
"NV0002046",0.8036
"NV0002050",0.0473
"NV0002070",0.8833
"NV0002075",0.7105
"NV0002216",0.0888
"NV0002503",NA
"NV0002506",0.3803
"NV0002525",0.2689
"NV0002526",0.2568
"NV0002540",0.146
"NV0002552",0.7637
"NV0002554",0.7993
"NV0002571",0.6658
"NV0002574",0.5802
"NV0003005",0.3803
"NV0003028",0.9354
"NV0003032",0.4723
"NV0003068",0.198
"NV0003079",0.5611
"NV0004000",0.2738
"NV0004017",0.6493
"NV0004021",0.1079
"NV0004031",0.3563
"NV0004074",0.3759
"NV0004092",0.6385
"NV0005027",0.4274
"NV0005028",0.3759
"NV0005029",0.7435
"NV0005032",0.6169
"NV0005033",0.5816
"NV0005056",0.4679
"NV0005062",0.8402
"NV0005066",0.8051
"NY0100189",0.5972
"NY0100190",0.1925
"NY0100191",0.1431
"NY0100192",0.5883
"NY0100193",0.1619
"NY0100194",0.16
"NY0100195",0.5248
"NY0100198",0.3012
"NY0100200",0.664
"NY0100201",0.448
"NY0100202",0.2314
"NY0100203",0.1634
"NY0100205",0.2152
"NY0100206",0.2368
"NY0101544",0.02
"NY0101603",NA
"NY0101642",NA
"NY0101643",NA
"NY0101648",0.2537
"NY0101649",NA
"NY0110127",0.6187
"NY0110754",0.3319
"NY0110755",0.02
"NY0111900",0.0524
"NY0117224",0.1836
"NY0121401",0.0581
"NY0123019",0.0332
"NY0130000",0.0581
"NY0130008",0.0019
"NY0130042",0.1312
"NY0130054",0.0581
"NY0140001",0.0581
"NY0200309",0.4831
"NY0200310",0.4821
"NY0200311",0.6104
"NY0200312",0.4939
"NY0200313",0.5442
"NY0200314",0.6737
"NY0200316",0.2954
"NY0200317",0.404
"NY0200318",0.6366
"NY0200319",0.6475
"NY0200320",0.6366
"NY0200325",0.5249
"NY0200326",0.4116
"NY0200327",0.4879
"NY0200328",0.5389
"NY0200329",0.4659
"NY0200857",0.4831
"NY0200862",0.6737
"NY0200866",NA
"NY0212034",NA
"NY0220581",0.4831
"NY0301651",0.6764
"NY0301653",0.372
"NY0301660",0.3292
"NY0301663",0.4025
"NY0301665",0.4633
"NY0301667",0.2412
"NY0301668",0.5998
"NY0301671",0.4379
"NY0301674",0.395
"NY0301683",0.4597
"NY0301684",0.2895
"NY0310320",0.565
"NY0310321",0.4733
"NY0310322",NA
"NY0310324",NA
"NY0310326",NA
"NY0310328",0.4474
"NY0310329",NA
"NY0310330",0.5967
"NY0310332",0.3418
"NY0310334",0.2686
"NY0310336",0.2257
"NY0310337",NA
"NY0310339",0.3459
"NY0310340",NA
"NY0310341",0.5967
"NY0310344",NA
"NY0310345",NA
"NY0310346",NA
"NY0310349",NA
"NY0310351",NA
"NY0310353",0.3418
"NY0310354",NA
"NY0310355",NA
"NY0310356",0.5967
"NY0310358",NA
"NY0310360",0.5967
"NY0310366",NA
"NY0310651",0.3459
"NY0310756",NA
"NY0311098",0.437
"NY0311100",NA
"NY0311206",0.5293
"NY0319670",NA
"NY0319698",NA
"NY0320782",0.46
"NY0320783",NA
"NY0400330",0.2975
"NY0400331",0.393
"NY0400335",0.8507
"NY0400336",0.7177
"NY0400339",0.5881
"NY0400340",0.6393
"NY0400341",0.3673
"NY0400342",0.5278
"NY0400343",0.6004
"NY0400344",0.7168
"NY0400345",0.6562
"NY0400346",0.6004
"NY0400347",0.685
"NY0400348",0.7182
"NY0400349",0.8332
"NY0400350",0.3892
"NY0400351",0.8449
"NY0400869",0.4137
"NY0400870",0.1811
"NY0400873",0.3673
"NY0400875",NA
"NY0400876",0.4137
"NY0400884",0.7177
"NY0412074",NA
"NY0412216",0.6046
"NY0412217",0.4851
"NY0412218",0.5326
"NY0412230",NA
"NY0412237",NA
"NY0412238",NA
"NY0412272",0.7177
"NY0417736",NA
"NY0417895",0.6454
"NY0419355",0.6687
"NY0419671",0.3892
"NY0422400",0.3673
"NY0430002",0.3577
"NY0430026",0.6045
"NY0430041",0.5278
"NY0430052",0.3446
"NY0430097",0.6687
"NY0430102",0.1811
"NY0430123",0.3667
"NY0501710",0.609
"NY0501715",0.217
"NY0501717",0.4496
"NY0501719",0.378
"NY0501720",0.6025
"NY0501721",0.0579
"NY0501722",0.5752
"NY0501725",0.2772
"NY0501726",0.4956
"NY0501731",0.4768
"NY0501736",0.3967
"NY0506416",0.142
"NY0506418",0.378
"NY0506422",0.6025
"NY0506426",0.378
"NY0512920",0.2288
"NY0530012",0.142
"NY0530047",0.3892
"NY0530054",0.494
"NY0530063",0.1002
"NY0530085",0.5382
"NY0600356",0.4117
"NY0600358",0.4956
"NY0600359",0.6101
"NY0600360",0.5937
"NY0600363",0.3518
"NY0600364",0.456
"NY0600365",0.282
"NY0600366",0.679
"NY0600368",0.6046
"NY0600372",0.5166
"NY0600373",0.6101
"NY0600375",0.6084
"NY0600376",0.49
"NY0600381",0.6529
"NY0600393",0.6084
"NY0600395",0.4438
"NY0600808",NA
"NY0600809",0.066
"NY0600810",NA
"NY0600812",NA
"NY0600813",0.1958
"NY0600826",0.1958
"NY0600828",NA
"NY0600829",NA
"NY0600895",NA
"NY0600899",NA
"NY0600901",NA
"NY0600904",NA
"NY0600905",0.4359
"NY0602925",NA
"NY0611741",0.5166
"NY0611923",0.282
"NY0615601",NA
"NY0615782",0.7682
"NY0619239",0.3751
"NY0622266",0.6193
"NY0622360",0.1958
"NY0630030",0.4983
"NY0630036",NA
"NY0630085",0.2125
"NY0630121",0.5765
"NY0630146",0.4907
"NY0700768",0.4544
"NY0700769",0.5783
"NY0700770",0.4557
"NY0700772",0.362
"NY0700773",0.4544
"NY0700776",0.362
"NY0700777",0.5783
"NY0700778",NA
"NY0700780",NA
"NY0700781",NA
"NY0700785",NA
"NY0700786",NA
"NY0700788",0.4557
"NY0700789",NA
"NY0701005",0.0118
"NY0701007",0.362
"NY0701008",0.5582
"NY0701009",0.517
"NY0701010",0.4557
"NY0701011",0.0321
"NY0716016",0.362
"NY0716017",0.0673
"NY0722646",NA
"NY0730033",0.3971
"NY0800622",0.6071
"NY0800623",NA
"NY0800626",0.4455
"NY0800627",NA
"NY0800629",0.5601
"NY0800630",0.4455
"NY0800696",0.4455
"NY0800704",0.548
"NY0801738",0.4623
"NY0801739",0.4832
"NY0801740",0.5193
"NY0801742",0.3916
"NY0801743",0.6227
"NY0801744",0.5767
"NY0801745",0.7688
"NY0801746",0.6456
"NY0801747",0.5397
"NY0801748",0.5155
"NY0801749",0.2768
"NY0801750",0.3801
"NY0807115",0.4849
"NY0810652",0.4238
"NY0816133",0.5601
"NY0816135",0.5601
"NY0817240",0.2768
"NY0830015",0.517
"NY0900210",0.6645
"NY0900211",0.4464
"NY0900213",0.5735
"NY0900215",0.6358
"NY0900216",0.2423
"NY0900217",0.4979
"NY0900220",0.4833
"NY0900222",0.1808
"NY0900223",0.6161
"NY0900225",0.1808
"NY0900226",0.1923
"NY0900242",0.183
"NY0901532",0.3081
"NY0901534",NA
"NY0901535",0.4751
"NY0901539",NA
"NY0901541",NA
"NY0901542",0.3081
"NY0904192",0.6358
"NY0907942",0.3081
"NY0907950",NA
"NY0910809",0.5011
"NY0919482",0.3081
"NY0920775",0.524
"NY0930006",0.4464
"NY0930016",0.1808
"NY0930113",0.3138
"NY0930139",0.6358
"NY0930151",0.1808
"NY0930183",0.1923
"NY1000234",0.336
"NY1000237",0.3774
"NY1000238",0.7373
"NY1000239",0.8132
"NY1000240",0.2251
"NY1000241",0.4436
"NY1000244",0.5456
"NY1000245",0.5451
"NY1000247",0.5581
"NY1006319",0.6538
"NY1006320",0.6726
"NY1006321",NA
"NY1006322",0.3419
"NY1006323",0.533
"NY1006324",0.5581
"NY1006327",0.3155
"NY1006328",0.4752
"NY1006330",0.3419
"NY1006331",0.2634
"NY1009225",0.3774
"NY1010294",0.3821
"NY1010474",0.6538
"NY1010757",0.3303
"NY1010758",0.738
"NY1010854",0.3821
"NY1010856",0.3774
"NY1010858",0.2095
"NY1010860",0.2012
"NY1010861",0.2095
"NY1010862",0.6538
"NY1010865",0.4752
"NY1010867",0.5451
"NY1012333",0.3782
"NY1012338",0.4436
"NY1018149",0.5581
"NY1020880",0.5581
"NY1022335",0.2283
"NY1030069",0.3454
"NY1030073",0.4436
"NY1030187",0.3187
"NY1030257",0.6538
"NY1100632",0.4852
"NY1100634",NA
"NY1100635",0.0901
"NY1100636",0.2123
"NY1100638",0.0901
"NY1100641",NA
"NY1100643",NA
"NY1101753",0.4628
"NY1101754",0.4912
"NY1101755",0.3743
"NY1101757",0.1513
"NY1101758",0.4933
"NY1101759",0.4628
"NY1101760",0.2123
"NY1101762",0.3949
"NY1101763",0.2123
"NY1101764",0.2123
"NY1112374",0.4852
"NY1120552",NA
"NY1200248",0.3495
"NY1200250",0.4059
"NY1200254",0.3252
"NY1200255",0.4118
"NY1200257",0.6239
"NY1200258",0.3923
"NY1200259",0.5248
"NY1200260",0.5248
"NY1200261",0.7224
"NY1200262",0.3701
"NY1200266",0.5248
"NY1200267",0.5834
"NY1200268",0.7224
"NY1200270",0.7869
"NY1200272",0.6071
"NY1200274",0.588
"NY1205152",0.3495
"NY1206333",0.6239
"NY1206335",0.4345
"NY1206336",0.3495
"NY1206338",0.4118
"NY1208176",0.6239
"NY1220347",0.5039
"NY1230026",0.4118
"NY1300425",0.1215
"NY1301337",0.5386
"NY1302108",NA
"NY1302110",0.4815
"NY1302112",NA
"NY1302115",0.5853
"NY1302116",0.1435
"NY1302117",NA
"NY1302118",NA
"NY1302119",0.2338
"NY1302121",0.5853
"NY1302122",NA
"NY1302123",0.4144
"NY1302124",0.3916
"NY1302125",NA
"NY1302126",0.2762
"NY1302127",0.3796
"NY1302128",0.5386
"NY1302130",NA
"NY1302135",NA
"NY1302136",0.5216
"NY1302759",0.9227
"NY1302760",0.4838
"NY1302761",0.5853
"NY1302762",0.332
"NY1302763",0.2762
"NY1302764",0.3349
"NY1302765",0.5336
"NY1302766",0.2318
"NY1302767",0.4973
"NY1302768",0.4963
"NY1302770",0.2744
"NY1302771",0.6291
"NY1302772",0.5437
"NY1302773",0.3315
"NY1302775",0.4151
"NY1302776",0.4316
"NY1302777",0.543
"NY1302778",0.4658
"NY1302779",0.1912
"NY1302783",0.8188
"NY1302785",0.2066
"NY1302787",0.2066
"NY1302788",0.258
"NY1302790",0.2024
"NY1302791",0.3499
"NY1302794",0.4144
"NY1302796",0.5961
"NY1302797",0.5096
"NY1302798",0.3472
"NY1302799",0.2958
"NY1302802",0.5467
"NY1302803",0.2066
"NY1302804",0.1215
"NY1302805",0.3528
"NY1302807",0.0883
"NY1302808",0.3215
"NY1302810",0.2066
"NY1302812",0.429
"NY1302813",0.3916
"NY1303212",0.328
"NY1305651",0.3894
"NY1310291",0.9227
"NY1310450",0.4658
"NY1310659",0.9227
"NY1310660",0.3372
"NY1310661",0.3372
"NY1310662",0.7372
"NY1310664",NA
"NY1310666",0.221
"NY1310667",NA
"NY1310668",NA
"NY1310806",0.4613
"NY1310814",0.1213
"NY1313839",0.357
"NY1314504",0.0883
"NY1315971",0.5386
"NY1316138",0.3916
"NY1316151",NA
"NY1316152",0.9227
"NY1316170",0.3303
"NY1316987",0.5386
"NY1319115",0.9227
"NY1319167",0.4613
"NY1319255",0.4591
"NY1320264",NA
"NY1321117",0.3965
"NY1321410",0.2701
"NY1321440",0.0883
"NY1321478",0.5504
"NY1321999",0.258
"NY1322057",0.3493
"NY1322895",0.0883
"NY1330010",0.1215
"NY1330021",0.3372
"NY1330108",0.1632
"NY1330141",0.1213
"NY1330288",0.1725
"NY1330291",0.7853
"NY1330310",0.4383
"NY1330311",0.1487
"NY1330320",0.1267
"NY1330337",0.1435
"NY1330342",0.2764
"NY1330454",0.2084
"NY1330614",0.2066
"NY1330629",0.5216
"NY1330656",0.4916
"NY1330660",0.1813
"NY1330679",0.5249
"NY1330699",0.2762
"NY1330729",0.9227
"NY1400398",0.4038
"NY1400399",0.3035
"NY1400411",0.4867
"NY1400421",0.1365
"NY1400422",0.6501
"NY1400423",0.0971
"NY1400430",0.2671
"NY1400433",0.1083
"NY1400443",0.3333
"NY1400445",0.4491
"NY1400447",0.2489
"NY1400448",0.3968
"NY1400451",0.1041
"NY1400515",0.0969
"NY1400516",0.3618
"NY1400517",0.3618
"NY1400537",0.0347
"NY1400539",0.748
"NY1400832",0.2788
"NY1400836",NA
"NY1400839",0.1043
"NY1400840",NA
"NY1400841",0.2576
"NY1400842",0.1043
"NY1404543",0.1673
"NY1404556",0.284
"NY1404560",0.4562
"NY1410126",0.3679
"NY1410142",0.2539
"NY1410670",0.5883
"NY1410671",NA
"NY1415379",0.531
"NY1420549",0.2268
"NY1421762",0.2031
"NY1421897",0.1039
"NY1422651",0.2829
"NY1430017",0.2646
"NY1450017",0.3968
"NY1450020",0.1085
"NY1500275",0.1969
"NY1500276",0.5988
"NY1500277",0.4142
"NY1500278",0.4337
"NY1500279",0.1478
"NY1500280",0.1478
"NY1500281",0.4928
"NY1500282",0.4928
"NY1500283",0.5681
"NY1500284",0.1977
"NY1500285",0.4337
"NY1500286",0.3116
"NY1500287",0.4493
"NY1500289",0.4085
"NY1500290",0.5122
"NY1500291",0.591
"NY1500292",0.3053
"NY1500293",0.6086
"NY1500294",0.1478
"NY1500295",0.4066
"NY1500296",0.4279
"NY1500299",0.4666
"NY1500300",0.1969
"NY1500305",0.3116
"NY1501562",0.6467
"NY1503497",0.1478
"NY1510497",0.5897
"NY1511360",0.591
"NY1516260",0.1591
"NY1520370",0.6467
"NY1521744",0.4337
"NY1600001",0.4355
"NY1600003",0.2416
"NY1600005",0.5591
"NY1600006",0.5591
"NY1600007",0.7912
"NY1600008",0.5172
"NY1600009",0.4639
"NY1600011",0.5376
"NY1600012",0.4045
"NY1600355",0.5591
"NY1610672",NA
"NY1612265",NA
"NY1613600",0.7912
"NY1613603",NA
"NY1700017",0.2608
"NY1700018",0.5988
"NY1700019",0.4881
"NY1700022",0.3088
"NY1700023",0.2975
"NY1701506",NA
"NY1701509",0.2425
"NY1701510",NA
"NY1701511",NA
"NY1701513",0.4146
"NY1701514",NA
"NY1704499",0.3606
"NY1710673",0.1141
"NY1710675",NA
"NY1710676",0.2425
"NY1716113",NA
"NY1721823",0.4146
"NY1721824",0.4269
"NY1722718",0.4146
"NY1800542",0.2905
"NY1800544",0.484
"NY1800547",0.3827
"NY1800548",0.5217
"NY1800551",0.5217
"NY1800554",0.4136
"NY1800850",0.2807
"NY1818326",0.5945
"NY1819060",0.1007
"NY1900024",0.501
"NY1900025",0.397
"NY1900026",0.4158
"NY1900027",0.5901
"NY1900030",0.5152
"NY1900033",0.5671
"NY1902012",0.1978
"NY1904222",0.5407
"NY1906316",0.3231
"NY1906318",0.4591
"NY1911541",0.338
"NY1912253",NA
"NY1913369",0.397
"NY1915264",0.4182
"NY1917161",0.6018
"NY1920318",0.2137
"NY1921452",0.338
"NY1921639",0.2137
"NY1921715",0.1312
"NY1921944",0.338
"NY1930097",0.4095
"NY2000126",0.13
"NY2000129",0.2542
"NY2000130",0.2542
"NY2000131",0.6167
"NY2000135",0.13
"NY2004501",0.4073
"NY2022252",0.3309
"NY2100651",0.1592
"NY2100653",0.2954
"NY2100654",0.5019
"NY2100655",0.5788
"NY2100958",0.1592
"NY2102299",0.5477
"NY2102300",0.5019
"NY2102301",0.3314
"NY2102306",0.5838
"NY2102307",0.3042
"NY2102308",0.4721
"NY2102309",0.5263
"NY2102310",0.6622
"NY2102311",0.5263
"NY2102312",0.4007
"NY2102313",0.194
"NY2102316",0.1592
"NY2102342",0.6612
"NY2110147",0.312
"NY2110537",0.5788
"NY2110538",0.6599
"NY2118728",0.4007
"NY2130008",NA
"NY2201395",0.5856
"NY2202328",0.4296
"NY2202329",0.5322
"NY2202330",0.3037
"NY2202331",0.7244
"NY2202332",0.364
"NY2202333",0.432
"NY2202334",0.6211
"NY2202335",0.4547
"NY2202336",0.8134
"NY2202337",0.4198
"NY2202338",0.5841
"NY2202340",0.2117
"NY2202341",0.5807
"NY2202343",0.2198
"NY2202344",0.3037
"NY2202346",0.6074
"NY2202347",0.3092
"NY2202348",0.6415
"NY2202349",0.8134
"NY2202350",0.5133
"NY2202351",0.3979
"NY2202352",NA
"NY2202356",0.607
"NY2212214",0.3766
"NY2215918",0.3337
"NY2220874",NA
"NY2220914",0.607
"NY2221206",0.5638
"NY2221333",0.5204
"NY2222513",0.3037
"NY2230018",0.5133
"NY2230021",0.8134
"NY2230022",0.7644
"NY2230028",0.364
"NY2230075",0.5675
"NY2230099",0.2199
"NY2230102",0.389
"NY2230107",0.4275
"NY2230110",0.432
"NY2230115",0.1939
"NY2230132",0.6244
"NY2402358",0.4603
"NY2402359",0.475
"NY2402360",0.4026
"NY2402361",0.4828
"NY2402362",0.4154
"NY2402363",0.5093
"NY2402364",0.5362
"NY2402365",0.6623
"NY2402366",0.4074
"NY2402367",0.5093
"NY2402368",0.4219
"NY2402369",0.4026
"NY2430039",0.6421
"NY2500792",0.6461
"NY2500794",NA
"NY2500795",NA
"NY2500796",NA
"NY2500804",0.573
"NY2500945",0.3464
"NY2501012",0.2482
"NY2501013",0.1789
"NY2501015",0.5329
"NY2501016",0.2759
"NY2501017",0.4307
"NY2501019",0.2337
"NY2501020",0.5081
"NY2501021",0.3687
"NY2501023",0.5959
"NY2501024",0.4364
"NY2501026",0.4286
"NY2501027",0.6424
"NY2510300",0.4712
"NY2512259",NA
"NY2520786",0.1473
"NY2525000",0.2479
"NY2530005",0.1532
"NY2600033",0.064
"NY2600961",0.3104
"NY2600973",0.1815
"NY2600974",0.2291
"NY2600976",NA
"NY2602371",0.284
"NY2602373",0.5948
"NY2602374",0.4027
"NY2602375",0.1996
"NY2602376",0.5948
"NY2602377",0.2436
"NY2602378",0.3104
"NY2602379",0.2539
"NY2602380",0.064
"NY2602381",0.466
"NY2603518",0.0732
"NY2603521",0.2864
"NY2613319",0.2864
"NY2621115",0.064
"NY2622401",0.2394
"NY2622902",0.2864
"NY2630002",0.2291
"NY2701039",0.4326
"NY2701045",0.3616
"NY2701047",0.319
"NY2701118",0.1201
"NY2701993",0.1532
"NY2704518",0.7245
"NY2800136",0.7124
"NY2800137",0.7365
"NY2800138",0.5282
"NY2800139",0.6704
"NY2800140",0.6078
"NY2800142",0.5535
"NY2800143",0.7494
"NY2801592",0.2605
"NY2801593",0.2605
"NY2801595",0.5282
"NY2801596",0.5282
"NY2801597",0.6078
"NY2801600",0.3524
"NY2810477",0.3524
"NY2900000",0.3475
"NY2902815",0.2004
"NY2902816",0.13
"NY2902817",0.2505
"NY2902818",0.2752
"NY2902820",0.0219
"NY2902821",0.3155
"NY2902822",0.3732
"NY2902823",0.6843
"NY2902824",0.1137
"NY2902825",0.2823
"NY2902826",0.6468
"NY2902827",0.8662
"NY2902828",0.2297
"NY2902829",0.3106
"NY2902830",0.3243
"NY2902831",0.2329
"NY2902833",0.2365
"NY2902834",0.3417
"NY2902835",0.3689
"NY2902836",0.3322
"NY2902837",0.0522
"NY2902838",0.0935
"NY2902839",0.2785
"NY2902840",0.1198
"NY2902841",0.4269
"NY2902843",0.181
"NY2902844",0.4262
"NY2902845",0.2044
"NY2902846",0.0308
"NY2902848",0.251
"NY2902851",0.1999
"NY2902852",0.2282
"NY2902853",0.1529
"NY2902854",0.1145
"NY2902856",0.667
"NY2902857",0.2696
"NY2902858",0.314
"NY2912267",0.3307
"NY3100556",0.551
"NY3100557",0.0499
"NY3100558",0.2768
"NY3100561",0.329
"NY3100563",0.3735
"NY3100564",0.5526
"NY3100566",0.3729
"NY3100568",0.5851
"NY3100571",0.4221
"NY3100572",0.2613
"NY3100573",0.3695
"NY3100574",0.1433
"NY3100577",0.2319
"NY3100580",0.1224
"NY3100583",0.551
"NY3100585",0.3098
"NY3100586",0.4391
"NY3100587",0.1574
"NY3100588",0.2066
"NY3100595",0.3459
"NY3116262",0.177
"NY3201459",NA
"NY3201466",0.5356
"NY3201470",0.1674
"NY3201473",0.3949
"NY3201476",0.3542
"NY3201477",0.0546
"NY3201481",0.353
"NY3201483",NA
"NY3202384",0.5823
"NY3202385",0.5563
"NY3202386",0.1562
"NY3202387",0.0546
"NY3202389",0.5823
"NY3202394",0.1155
"NY3202403",0.3949
"NY3202404",0.3053
"NY3202405",0.5868
"NY3202407",0.2509
"NY3202409",0.35
"NY3202410",0.3949
"NY3202411",0.5349
"NY3202412",0.3218
"NY3202415",0.3479
"NY3202416",0.2361
"NY3202419",0.2486
"NY3202420",0.328
"NY3202470",0.0187
"NY3203514",0.2361
"NY3203515",0.328
"NY3203519",0.3956
"NY3203520",0.2509
"NY3212121",NA
"NY3218204",0.1898
"NY3221818",0.3286
"NY3222694",0.1673
"NY3230025",NA
"NY3230037",0.353
"NY3233160",0.2137
"NY3290094",0.3117
"NY3300981",0.494
"NY3300985",0.0716
"NY3300989",NA
"NY3300991",NA
"NY3300992",0.494
"NY3304307",0.302
"NY3304310",0.1062
"NY3304312",0.4946
"NY3304316",0.494
"NY3304334",0.6763
"NY3304335",0.3425
"NY3304336",0.3073
"NY3304337",0.0165
"NY3304343",0.458
"NY3304344",0.369
"NY3304347",0.2421
"NY3315600",0.347
"NY3316112",0.4278
"NY3318329",0.0716
"NY3400707",0.142
"NY3400715",0.2513
"NY3400784",0.3474
"NY3401150",0.5285
"NY3401151",0.2665
"NY3401154",0.7803
"NY3401155",0.3429
"NY3401156",0.5406
"NY3401160",0.3561
"NY3401161",0.4264
"NY3401162",0.3313
"NY3401163",0.3675
"NY3401164",0.6287
"NY3401165",0.2513
"NY3401170",0.6418
"NY3401178",0.4801
"NY3401182",0.4637
"NY3404514",0.4801
"NY3404515",0.1438
"NY3411680",0.1322
"NY3411948",0.4131
"NY3417176",0.0035
"NY3420254",0.2479
"NY3421320",0.4264
"NY3430008",0.1645
"NY3430034",0.6428
"NY3430047",0.0815
"NY3430049",0.3358
"NY3501315",0.4324
"NY3501317",0.6016
"NY3501320",0.3686
"NY3501323",0.3902
"NY3501324",0.3686
"NY3501325",0.3742
"NY3501326",0.5229
"NY3501329",0.7103
"NY3501331",0.5229
"NY3501332",0.2322
"NY3501333",0.3686
"NY3501334",0.7103
"NY3501335",0.1357
"NY3501336",0.1505
"NY3503524",0.3062
"NY3503525",0.294
"NY3503526",0.1891
"NY3503527",0.3868
"NY3503528",0.5183
"NY3503529",0.3419
"NY3503530",0.3976
"NY3503531",0.6621
"NY3503532",0.5555
"NY3503533",0.4078
"NY3503534",0.7417
"NY3503535",0.477
"NY3503536",0.5299
"NY3503539",0.2813
"NY3503540",0.2813
"NY3503541",0.5422
"NY3503542",0.4881
"NY3503544",0.4083
"NY3503547",0.3326
"NY3503549",0.9047
"NY3503550",0.2281
"NY3503552",0.6196
"NY3503553",0.43
"NY3503554",0.7769
"NY3503555",0.3419
"NY3503557",0.2594
"NY3503558",0.1721
"NY3503559",0.6649
"NY3503561",0.3318
"NY3503563",0.5242
"NY3503565",0.1906
"NY3503566",0.5242
"NY3503567",0.3579
"NY3503568",0.3902
"NY3503569",0.3902
"NY3503570",0.2532
"NY3503573",0.2707
"NY3503574",0.2908
"NY3503576",0.1427
"NY3503577",0.3205
"NY3503578",0.3222
"NY3503580",0.5837
"NY3503582",0.3025
"NY3503584",0.648
"NY3503585",0.3369
"NY3503586",0.4464
"NY3503588",0.3902
"NY3503590",0.0624
"NY3503591",0.3699
"NY3503592",0.2601
"NY3503595",0.3476
"NY3503596",0.3308
"NY3503598",0.1427
"NY3503600",0.2322
"NY3503602",0.1906
"NY3503605",0.6843
"NY3503606",0.6196
"NY3503607",0.4044
"NY3503611",0.6743
"NY3503614",0.3077
"NY3503615",0.0893
"NY3503620",0.0827
"NY3503621",0.3369
"NY3503625",0.3308
"NY3503626",0.4667
"NY3503627",0.704
"NY3503632",0.2813
"NY3503633",0.2813
"NY3503889",0.1427
"NY3505650",0.1455
"NY3505660",0.1721
"NY3505661",0.47
"NY3505663",0.0431
"NY3505664",0.3877
"NY3510449",0.3419
"NY3510480",0.3573
"NY3510586",0.6196
"NY3510587",0.3902
"NY3510641",0.671
"NY3510680",0.2239
"NY3510681",0.5229
"NY3510766",0.4009
"NY3510816",0.4324
"NY3511338",0.1317
"NY3511887",0.1317
"NY3512132",0.2601
"NY3512133",0.5242
"NY3512264",0.4083
"NY3513621",NA
"NY3513627",NA
"NY3516857",0.3902
"NY3517527",0.3679
"NY3519648",0.2567
"NY3521334",0.0572
"NY3530051",0.7103
"NY3530052",0.2813
"NY3530057",0.4009
"NY3530065",0.3345
"NY3530066",0.3902
"NY3530071",0.2844
"NY3530183",0.7103
"NY3530190",0.4897
"NY3530193",0.6196
"NY3530201",0.6892
"NY3530231",0.2322
"NY3600596",0.796
"NY3600598",0.4703
"NY3600599",0.73
"NY3600600",0.6342
"NY3600602",0.553
"NY3600757",0.4944
"NY3604569",0.2949
"NY3612221",0.4056
"NY3622603",0.4944
"NY3630002",0.4859
"NY3630012",0.4944
"NY3630023",0.5361
"NY3630094",0.2342
"NY3630096",0.2949
"NY3700907",0.3563
"NY3700908",0.2193
"NY3700911",0.1078
"NY3700916",0.4914
"NY3700920",0.6587
"NY3700921",0.4397
"NY3700923",0.4914
"NY3700927",0.068
"NY3700929",0.0357
"NY3700941",0.5382
"NY3700942",0.6672
"NY3700943",0.5121
"NY3700994",0.5199
"NY3701000",0.1856
"NY3701001",0.1856
"NY3701003",0.4615
"NY3704353",0.3062
"NY3704355",0.5868
"NY3704359",0.6672
"NY3704360",0.7166
"NY3704361",0.6757
"NY3704363",0.5647
"NY3704364",0.4686
"NY3704365",0.3103
"NY3715923",0.3563
"NY3720098",0.6436
"NY3721559",0.3068
"NY3725000",0.563
"NY3730001",0.2979
"NY3730037",0.2171
"NY3730045",0.5382
"NY3730165",0.3733
"NY3730200",0.6108
"NY3730203",0.6108
"NY3800144",0.4133
"NY3800145",0.3524
"NY3800147",0.709
"NY3800149",0.255
"NY3800150",0.3036
"NY3800151",0.4483
"NY3800152",0.3627
"NY3800153",0.255
"NY3800154",0.3432
"NY3800155",0.4324
"NY3800156",0.6561
"NY3800158",0.5392
"NY3800159",0.4445
"NY3800160",0.2226
"NY3801586",0.42
"NY3801587",0.4324
"NY3801588",NA
"NY3801589",0.412
"NY3801590",0.7062
"NY3801591",NA
"NY3804190",0.2365
"NY3808444",0.255
"NY3810482",0.2226
"NY3810685",NA
"NY3810686",0.3036
"NY3817904",0.709
"NY3820553",0.3036
