"pwsid","pw_int_pop.rpl_themes"
"KY0630477",0.4857
"KY0630797",0.5339
"KY0640257",0.6151
"KY0650024",0.752
"KY0660204",0.5224
"KY0670213",0.7089
"KY0670279",0.5179
"KY0670462",0.6029
"KY0670466",0.6999
"KY0680153",0.5859
"KY0680438",0.6458
"KY0690089",0.6607
"KY0690203",0.5584
"KY0690278",0.5332
"KY0690417",0.4775
"KY0700162",0.3711
"KY0700243",0.3234
"KY0700380",0.7498
"KY0700401",0.3234
"KY0700532",0.5751
"KY0710001",0.3704
"KY0710012",0.7143
"KY0710247",0.3949
"KY0710318",0.4047
"KY0710378",0.5111
"KY0710707",0.4564
"KY0710951",0.671
"KY0720113",0.4322
"KY0720227",0.4277
"KY0720552",0.4253
"KY0720933",0.3741
"KY0730522",0.3625
"KY0730533",0.4796
"KY0740276",0.605
"KY0750055",0.5227
"KY0750207",0.3698
"KY0750252",0.2751
"KY0750529",0.5037
"KY0750907",0.3571
"KY0753505",0.5254
"KY0760030",0.4994
"KY0760224",0.2526
"KY0760370",0.4255
"KY0760407",0.3903
"KY0760672",0.1367
"KY0770525",0.6154
"KY0770566",0.7964
"KY0780241",0.8186
"KY0780268",0.5173
"KY0790029",0.4145
"KY0790056",0.5694
"KY0790173",0.4855
"KY0790216",0.2982
"KY0790319",0.2323
"KY0800273",0.6301
"KY0810046",0.5672
"KY0810275",0.6105
"KY0810366",0.4298
"KY0810460",0.3856
"KY0820041",0.5819
"KY0820369",0.256
"KY0820481",0.6357
"KY0820641",0.043
"KY0830148",0.5169
"KY0831010",0.5985
"KY0840048",0.2779
"KY0840180",0.3618
"KY0840321",0.3598
"KY0840587",0.4003
"KY0850115",0.6531
"KY0860141",0.6466
"KY0860150",0.6046
"KY0860426",0.7314
"KY0870147",0.3617
"KY0870212",0.6192
"KY0870246",0.6646
"KY0870290",0.6357
"KY0870298",0.6148
"KY0870367",0.7044
"KY0880452",0.6361
"KY0880594",0.5057
"KY0890071",0.5507
"KY0890106",0.619
"KY0890170",0.3773
"KY0890302",0.4528
"KY0890304",0.4124
"KY0900017",0.418
"KY0900031",0.2717
"KY0900312",0.3139
"KY0900323",0.2734
"KY0910065",0.5884
"KY0910314",0.563
"KY0910675",0.4943
"KY0920025",0.6243
"KY0920070",0.3929
"KY0920136",0.2919
"KY0920181",0.5628
"KY0920332",0.4792
"KY0930333",0.1594
"KY0930481",0.4427
"KY0950036",0.5779
"KY0960051",0.5757
"KY0960112",0.3772
"KY0960126",0.7698
"KY0960348",0.3845
"KY0960499",0.5325
"KY0970184",0.5617
"KY0970484",0.6503
"KY0971007",0.6276
"KY0980120",0.6488
"KY0980350",0.5985
"KY0980575",0.5781
"KY0990074",0.678
"KY0990281",0.7004
"KY0990357",0.4944
"KY0990418",0.7105
"KY1000043",0.6259
"KY1000050",0.6259
"KY1000124",0.5404
"KY1000311",0.4995
"KY1000362",0.591
"KY1000363",0.4298
"KY1000403",0.674
"KY1000973",0.6567
"KY1010297",0.7067
"KY1020253",0.6037
"KY1020288",0.5528
"KY1020299",0.6809
"KY1020889",0.7087
"KY1020891",0.4924
"KY1030292",0.5563
"KY1030375",0.4805
"KY1030480",0.6179
"KY1040210",0.6863
"KY1040377",0.5781
"KY1050157",0.329
"KY1060324",0.2256
"KY1060394",0.4986
"KY1060436",0.3701
"KY1060457",0.3562
"KY1070144",0.4775
"KY1070398",0.3775
"KY1080425",0.2515
"KY1090060",0.4753
"KY1100121",0.8425
"KY1100428",0.4638
"KY1100944",0.6384
"KY1110019",0.5278
"KY1110054",0.7018
"KY1120289",0.3098
"KY1120431",0.5664
"KY1130293",0.5556
"KY1130422",0.3974
"KY1130433",0.4838
"KY1130434",0.1948
"KY1140038",0.6575
"KY1140487",0.4596
"KY1150415",0.5184
"KY1160291",0.5984
"KY1170073",0.5365
"KY1170104",0.6258
"KY1170361",0.5611
"KY1170388",0.8156
"KY1170400",0.5552
"KY1170995",0.6672
"KY1180085",0.6474
"KY1180093",0.5722
"KY1180468",0.6451
"KY1180471",0.7908
"KY1183728",0.8506
"KY1190061",0.7288
"KY1200283",0.1603
"KY1200310",0.3239
"KY1200411",0.0834
"KY1200439",0.3911
"MA1004000",0.4955
"MA1005000",0.3492
"MA1008000",0.2832
"MA1013000",0.2445
"MA1015000",0.5831
"MA1024000",0.1571
"MA1024001",NA
"MA1024002",0.1799
"MA1024009",NA
"MA1024015",NA
"MA1029000",0.2817
"MA1033000",0.1875
"MA1043001",0.1652
"MA1043002",0.1652
"MA1053030",0.3841
"MA1053033",NA
"MA1058000",0.278
"MA1058001",0.278
"MA1058002",0.278
"MA1059000",0.1875
"MA1061000",0.6167
"MA1063003",0.2137
"MA1066000",0.3841
"MA1066001",0.3841
"MA1069001",0.1894
"MA1069002",0.1894
"MA1070000",0.3674
"MA1074000",0.1719
"MA1074001",0.1737
"MA1074005",0.1719
"MA1074007",0.1719
"MA1085000",0.2836
"MA1087000",0.5142
"MA1090000",0.0773
"MA1091000",0.3474
"MA1106000",0.2817
"MA1106002",0.2817
"MA1108009",NA
"MA1111000",NA
"MA1111001",NA
"MA1111002",0.1293
"MA1111003",0.1293
"MA1111025",NA
"MA1111039",NA
"MA1112000",NA
"MA1113000",0.4926
"MA1113003",0.0432
"MA1113017",0.4926
"MA1114000",0.6134
"MA1117002",0.1644
"MA1120001",0.0737
"MA1120002",NA
"MA1120015",NA
"MA1120023",0.0737
"MA1121004",0.1667
"MA1121011",0.1667
"MA1124000",0.3394
"MA1124001",0.3394
"MA1124002",0.3394
"MA1124003",NA
"MA1127000",0.2149
"MA1132000",0.3562
"MA1132002",NA
"MA1132008",0.3562
"MA1132009",NA
"MA1137000",0.7906
"MA1143000",0.1178
"MA1148000",0.1989
"MA1148008",NA
"MA1150000",0.4114
"MA1150003",0.4114
"MA1152000",0.4502
"MA1159000",0.2381
"MA1190000",0.3841
"MA1191000",0.3303
"MA1192000",0.5959
"MA1192003",0.3936
"MA1193000",NA
"MA1193003",0.0802
"MA1203000",0.2029
"MA1203002",NA
"MA1209000",0.5439
"MA1214000",0.4523
"MA1214001",NA
"MA1217000",0.202
"MA1217001",0.202
"MA1223000",0.6978
"MA1227000",0.6335
"MA1227001",0.3001
"MA1227002",0.2672
"MA1227003",0.2856
"MA1227015",NA
"MA1236000",0.4827
"MA1249008",0.1667
"MA1255000",NA
"MA1256000",NA
"MA1260001",NA
"MA1267000",0.2527
"MA1267001",NA
"MA1268000",0.4141
"MA1268011",0.4147
"MA1275000",0.2176
"MA1275001",0.166
"MA1276000",0.0493
"MA1279000",0.1434
"MA1281000",0.7588
"MA1283003",0.4142
"MA1283015",NA
"MA1283017",0.4142
"MA1283019",NA
"MA1289000",0.5618
"MA1289001",0.5618
"MA1289002",NA
"MA1306001",0.2326
"MA1306006",0.2326
"MA1309000",0.6537
"MA1309001",0.2485
"MA1311000",0.5058
"MA1311001",0.5058
"MA1311002",0.5058
"MA1325000",0.5277
"MA1326000",0.2255
"MA1329000",0.4869
"MA1337010",0.5618
"MA1339000",0.1519
"MA1340000",0.1076
"MA1341000",0.2328
"MA1341003",NA
"MA1341004",0.2885
"MA1349000",0.1894
"MA2002000",0.2329
"MA2002010",0.6761
"MA2011000",0.0918
"MA2017000",0.2868
"MA2017001",0.3997
"MA2019000",0.3692
"MA2019001",0.3025
"MA2021000",0.1975
"MA2021001",0.1936
"MA2025000",0.2066
"MA2028007",NA
"MA2028012",NA
"MA2028015",0.1117
"MA2028017",0.1117
"MA2028018",NA
"MA2028022",NA
"MA2032000",0.2186
"MA2034027",0.0432
"MA2034028",NA
"MA2034030",0.0432
"MA2034031",0.0432
"MA2037001",NA
"MA2037002",0.1548
"MA2037006",NA
"MA2037007",0.1548
"MA2037009",NA
"MA2037013",0.1548
"MA2037014",0.1548
"MA2037036",0.1548
"MA2039000",0.0688
"MA2045000",0.3548
"MA2045001",0.3548
"MA2045004",0.3548
"MA2045005",0.3548
"MA2054005",NA
"MA2054040",NA
"MA2054050",0.3806
"MA2064000",0.3387
"MA2077000",0.0592
"MA2080000",0.4457
"MA2081000",0.003
"MA2084000",0.1275
"MA2097000",0.6361
"MA2101000",0.1596
"MA2103000",0.6052
"MA2110000",0.1779
"MA2110001",0.2262
"MA2110004",NA
"MA2110006",NA
"MA2115000",0.1685
"MA2115001",0.2125
"MA2115009",NA
"MA2125000",0.0635
"MA2125013",0.2464
"MA2125014",NA
"MA2125016",NA
"MA2125021",NA
"MA2125026",NA
"MA2134000",0.1878
"MA2136000",0.1141
"MA2138000",0.267
"MA2139000",0.0872
"MA2139006",0.1247
"MA2139007",NA
"MA2139008",0.1424
"MA2139010",NA
"MA2139011",NA
"MA2140010",NA
"MA2140011",NA
"MA2140013",0.1423
"MA2141000",0.337
"MA2147000",0.2721
"MA2147008",0.2721
"MA2151000",0.252
"MA2151001",0.2786
"MA2151002",0.2397
"MA2151009",0.2939
"MA2153000",0.5348
"MA2158000",0.1719
"MA2162000",0.5239
"MA2170000",0.5991
"MA2174000",0.2281
"MA2175000",0.0464
"MA2177000",0.1528
"MA2179000",0.058
"MA2179001",0.058
"MA2185000",0.4668
"MA2186000",0.291
"MA2186001",NA
"MA2187000",0.1593
"MA2208000",0.0402
"MA2208001",0.0691
"MA2212000",0.134
"MA2215000",0.2332
"MA2216000",0.3521
"MA2216006",0.4005
"MA2226000",0.2413
"MA2226007",NA
"MA2226008",NA
"MA2226009",NA
"MA2226011",0.1964
"MA2228000",0.0864
"MA2232000",0.2047
"MA2257000",0.092
"MA2257003",0.1342
"MA2270000",0.3889
"MA2270001",0.3298
"MA2270009",NA
"MA2271000",0.2446
"MA2277000",0.1322
"MA2278000",0.7762
"MA2280000",0.4157
"MA2280002",0.2466
"MA2282000",0.1017
"MA2286000",0.1171
"MA2286012",NA
"MA2286017",NA
"MA2286018",NA
"MA2286024",0.0042
"MA2286026",0.0042
"MA2286031",NA
"MA2286033",0.0042
"MA2287000",0.2146
"MA2287020",0.1333
"MA2287025",NA
"MA2290001",0.0153
"MA2290014",0.0178
"MA2294000",0.2092
"MA2299000",0.1361
"MA2303000",0.1257
"MA2303004",NA
"MA2304000",0.1361
"MA2316000",0.6258
"MA2321000",0.2639
"MA2323000",0.4428
"MA2323002",NA
"MA2328000",0.3674
"MA2332000",0.1519
"MA2332001",0.1519
"MA2332005",0.1519
"MA2343000",0.5117
"MA2348000",0.7013
"MA3007000",0.3939
"MA3009000",0.2201
"MA3010000",0.2525
"MA3014000",0.1382
"MA3023000",0.4387
"MA3023002",0.3831
"MA3026000",0.2288
"MA3030000",0.3245
"MA3031000",0.2131
"MA3035000",0.577
"MA3038001",NA
"MA3038020",0.0214
"MA3046000",0.3208
"MA3048000",0.2135
"MA3049000",0.3351
"MA3051021",NA
"MA3056000",0.2019
"MA3056001",0.1716
"MA3056002",0.1962
"MA3057000",0.8968
"MA3067000",0.3103
"MA3071000",0.2897
"MA3073000",0.2387
"MA3078001",NA
"MA3078002",0.0692
"MA3078005",0.0692
"MA3078006",0.0692
"MA3078008",0.0692
"MA3079000",0.3528
"MA3079001",0.3556
"MA3092000",0.0613
"MA3093000",0.7481
"MA3100000",0.5151
"MA3105000",0.0672
"MA3107000",0.3632
"MA3116000",0.0546
"MA3119000",0.0764
"MA3128000",0.4852
"MA3144000",0.1264
"MA3149000",0.8992
"MA3155000",0.2856
"MA3157000",0.3324
"MA3157001",0.3324
"MA3160000",0.7144
"MA3163000",0.75
"MA3164000",0.1711
"MA3164001",0.4746
"MA3165000",0.6362
"MA3166000",0.0437
"MA3168000",0.0628
"MA3176000",0.2972
"MA3178000",0.2528
"MA3180000",0.2014
"MA3181000",0.491
"MA3184000",0.1189
"MA3189000",0.1855
"MA3196000",0.1335
"MA3198000",0.2136
"MA3199000",0.2046
"MA3205001",0.1145
"MA3206000",0.2606
"MA3207000",0.22
"MA3210000",0.3697
"MA3213000",0.2373
"MA3229000",0.4375
"MA3243000",0.5811
"MA3246000",0.1529
"MA3248000",0.7075
"MA3252000",0.255
"MA3254000",0.097
"MA3258000",0.4953
"MA3259000",0.2863
"MA3262000",0.3277
"MA3269002",NA
"MA3269028",0.0126
"MA3274000",0.2846
"MA3284000",0.2237
"MA3288000",0.079
"MA3291000",0.2591
"MA3295000",0.2054
"MA3295001",0.5562
"MA3298000",0.2482
"MA3301000",0.2842
"MA3301002",NA
"MA3301008",0.2937
"MA3301020",0.2937
"MA3301027",NA
"MA3301035",NA
"MA3305000",0.2062
"MA3308000",0.3572
"MA3314000",0.302
"MA3315000",0.1598
"MA3317000",0.1653
"MA3317001",0.1748
"MA3320000",0.0637
"MA3324000",0.0268
"MA3330000",0.122
"MA3330019",0.0792
"MA3333000",0.1681
"MA3342000",0.1451
"MA3344000",0.1999
"MA3346000",0.4242
"MA3347000",0.3981
"MA4001000",0.2139
"MA4003000",0.3435
"MA4003002",NA
"MA4003004",0.2103
"MA4016000",0.4481
"MA4018000",0.4035
"MA4020000",0.186
"MA4020002",0.204
"MA4020003",0.0554
"MA4020004",0.6574
"MA4036000",0.1755
"MA4036001",0.3314
"MA4036002",0.1012
"MA4036011",0.0603
"MA4036015",0.2192
"MA4040000",0.3647
"MA4041000",0.2393
"MA4042000",0.2314
"MA4042001",0.241
"MA4044000",0.7451
"MA4050000",0.3236
"MA4052001",0.359
"MA4052025",0.359
"MA4052026",0.359
"MA4052044",0.1238
"MA4052054",0.359
"MA4052061",NA
"MA4052070",0.359
"MA4052072",0.1238
"MA4052074",NA
"MA4055000",0.275
"MA4065000",0.1812
"MA4072000",0.3975
"MA4075000",0.2667
"MA4076000",0.1744
"MA4076002",0.1728
"MA4076004",NA
"MA4082000",0.1265
"MA4083000",0.2186
"MA4086095",0.1546
"MA4088000",0.2881
"MA4089000",0.3538
"MA4094000",0.3425
"MA4095000",0.7592
"MA4096000",0.2474
"MA4096001",0.2192
"MA4099000",0.3
"MA4102035",0.1105
"MA4109000",0.1488
"MA4118000",0.1242
"MA4122000",0.1587
"MA4123000",0.1174
"MA4126000",0.1747
"MA4131000",0.1256
"MA4133000",0.3598
"MA4145000",0.2149
"MA4146004",NA
"MA4167000",0.2246
"MA4169000",0.2952
"MA4171000",0.1407
"MA4172033",NA
"MA4172035",NA
"MA4172039",0.2379
"MA4173000",0.0242
"MA4182000",0.3879
"MA4182015",NA
"MA4197000",0.1799
"MA4197001",0.5801
"MA4201000",0.7178
"MA4211000",0.2628
"MA4211001",NA
"MA4218000",0.2718
"MA4219000",0.1185
"MA4220000",0.4014
"MA4221000",0.5191
"MA4224000",0.2081
"MA4231000",0.0427
"MA4238000",0.4744
"MA4239000",0.2935
"MA4239010",NA
"MA4239049",0.0441
"MA4239051",0.2611
"MA4239055",0.1114
"MA4239060",0.2143
"MA4240008",NA
"MA4242000",0.4521
"MA4244000",0.7244
"MA4245000",0.4249
"MA4245002",0.4307
"MA4247055",0.0244
"MA4261000",0.1359
"MA4264000",0.0893
"MA4265000",0.2032
"MA4266000",0.1491
"MA4273000",0.1785
"MA4285000",0.4237
"MA4285007",NA
"MA4292000",0.2314
"MA4293000",0.6084
"MA4296000",0.5285
"MA4307000",0.2122
"MA4310000",0.5572
"MA4310003",0.5326
"MA4318040",0.1274
"MA4318056",0.1274
"MA4318091",0.1274
"MA4318094",0.1274
"MA4318107",NA
"MA4322000",0.1359
"MA4334078",NA
"MA4334088",0.1135
"MA4334090",0.3472
"MA4336000",0.3419
"MA4336007",0.3523
"MA4338000",0.1918
"MA4350000",0.2276
"MA4350001",0.1971
"MA4350003",0.0861
"MA4351000",0.3876
"MD0010001",0.4193
"MD0010003",0.2172
"MD0010005",0.5296
"MD0010008",0.6196
"MD0010009",0.5201
"MD0010011",0.5696
"MD0010016",0.1837
"MD0010018",0.5118
"MD0010019",0.5185
"MD0010023",0.3134
"MD0010031",0.5722
"MD0010033",0.5185
"MD0010038",0.5185
"MD0010045",0.5185
"MD0010049",NA
"MD0010212",NA
"MD0010215",0.5722
"MD0020001",0.5142
"MD0020004",0.2307
"MD0020008",0.2253
"MD0020009",0.2795
"MD0020011",0.0816
"MD0020012",0.3996
"MD0020013",0.0897
"MD0020017",0.277
"MD0020019",0.2471
"MD0020027",0.5185
"MD0020029",0.2351
"MD0020030",0.0626
"MD0020035",0.0816
"MD0020042",0.1087
"MD0020044",0.0085
"MD0020059",0.0543
"MD0020211",0.2674
"MD0020213",0.6377
"MD0020214",0.1015
"MD0020217",0.6377
"MD0020218",0.6377
"MD0020221",0.2795
"MD0020223",0.6377
"MD0020231",0.6377
"MD0030012",NA
"MD0030017",NA
"MD0030023",NA
"MD0030202",NA
"MD0030204",NA
"MD0030208",0.1874
"MD0040002",0.043
"MD0040003",0.2005
"MD0040004",0.1533
"MD0040006",0.126
"MD0040007",0.1296
"MD0040008",NA
"MD0040009",0.1296
"MD0040010",0.5014
"MD0040011",0.3105
"MD0040013",0.1296
"MD0040014",0.1296
"MD0040015",0.043
"MD0040016",0.1296
"MD0040017",0.1917
"MD0040018",0.0098
"MD0040020",0.1296
"MD0040024",0.1296
"MD0040026",0.5014
"MD0040027",0.2028
"MD0040030",0.5014
"MD0040034",NA
"MD0040035",0.126
"MD0040052",NA
"MD0040053",NA
"MD0040202",0.043
"MD0040205",0.0385
"MD0040206",NA
"MD0040209",0.5454
"MD0040210",0.2323
"MD0050001",0.8126
"MD0050002",0.8639
"MD0050003",0.768
"MD0050004",NA
"MD0050005",0.4322
"MD0050006",0.6756
"MD0050007",NA
"MD0050008",0.8259
"MD0050201",NA
"MD0050204",0.8259
"MD0050205",NA
"MD0050206",NA
"MD0050207",NA
"MD0050208",NA
"MD0050209",0.4322
"MD0050210",NA
"MD0050216",NA
"MD0050217",0.768
"MD0050218",NA
"MD0060002",0.1286
"MD0060003",0.2126
"MD0060006",0.041
"MD0060007",0.1449
"MD0060008",0.3299
"MD0060009",0.072
"MD0060010",0.1116
"MD0060012",0.2402
"MD0060013",0.3052
"MD0060015",0.3779
"MD0060017",0.384
"MD0060019",0.0394
"MD0060202",NA
"MD0060203",0.243
"MD0060206",0.038
"MD0060208",0.0728
"MD0060210",0.2475
"MD0060211",NA
"MD0060213",NA
"MD0060214",0.247
"MD0060215",0.038
"MD0060216",0.0934
"MD0060217",0.0728
"MD0060218",0.2475
"MD0070003",0.1691
"MD0070004",0.4046
"MD0070006",0.46
"MD0070008",0.4046
"MD0070011",0.6004
"MD0070015",0.3597
"MD0070016",0.4914
"MD0070017",0.6116
"MD0070018",0.6116
"MD0070019",0.0485
"MD0070020",0.5652
"MD0070021",0.5791
"MD0070025",0.46
"MD0070029",0.1691
"MD0070032",0.5833
"MD0070034",0.1853
"MD0070036",NA
"MD0070202",NA
"MD0070203",NA
"MD0070204",NA
"MD0070206",NA
"MD0070207",0.1997
"MD0070209",0.5652
"MD0070211",0.46
"MD0070213",0.7176
"MD0070214",0.2651
"MD0070217",0.5833
"MD0070223",0.5652
"MD0070226",NA
"MD0070230",0.1473
"MD0070233",0.1997
"MD0070235",0.3131
"MD0070236",0.4046
"MD0070238",NA
"MD0070239",0.5652
"MD0070240",NA
"MD0070241",0.5652
"MD0070244",0.3131
"MD0070245",NA
"MD0070246",NA
"MD0070247",NA
"MD0070248",0.2651
"MD0070250",0.7176
"MD0070251",NA
"MD0080002",0.2466
"MD0080003",NA
"MD0080004",0.5245
"MD0080005",0.1465
"MD0080006",0.5245
"MD0080008",0.2948
"MD0080009",0.1994
"MD0080010",0.3003
"MD0080012",NA
"MD0080013",0.5245
"MD0080015",NA
"MD0080017",0.4328
"MD0080018",NA
"MD0080019",NA
"MD0080020",0.3223
"MD0080022",0.0423
"MD0080024",0.2466
"MD0080025",0.3758
"MD0080026",NA
"MD0080027",NA
"MD0080028",0.0973
"MD0080030",NA
"MD0080031",0.0973
"MD0080032",0.1465
"MD0080033",0.0944
"MD0080034",0.2466
"MD0080035",NA
"MD0080036",0.2948
"MD0080037",0.1192
"MD0080038",0.3274
"MD0080040",NA
"MD0080041",NA
"MD0080043",0.1589
"MD0080046",0.1994
"MD0080048",0.2466
"MD0080049",0.3427
"MD0080051",NA
"MD0080055",NA
"MD0080057",0.0973
"MD0080058",0.2671
"MD0080062",0.0514
"MD0080064",0.1465
"MD0080069",NA
"MD0080083",0.2466
"MD0080084",0.4328
"MD0080205",0.5245
"MD0080207",0.5414
"MD0080208",0.2466
"MD0090001",0.6714
"MD0090002",0.7922
"MD0090004",0.6714
"MD0090005",0.6638
"MD0090007",0.6714
"MD0090008",0.5483
"MD0090009",0.3802
"MD0090219",0.3802
"MD0090220",0.3802
"MD0090221",0.5483
"MD0090222",0.6714
"MD0090224",0.6714
"MD0100001",NA
"MD0100004",NA
"MD0100005",0.2284
"MD0100010",0.4047
"MD0100011",0.0995
"MD0100013",0.0366
"MD0100015",0.4842
"MD0100018",0.039
"MD0100019",0.4047
"MD0100020",0.0122
"MD0100023",0.213
"MD0100025",0.1888
"MD0100026",NA
"MD0100027",0.112
"MD0100029",0.2469
"MD0100030",0.2126
"MD0100031",0.0995
"MD0100032",0.0292
"MD0100033",0.1858
"MD0100036",NA
"MD0100037",0.1858
"MD0100038",NA
"MD0100040",0.0292
"MD0100041",0.0441
"MD0100045",0.0436
"MD0100047",0.8687
"MD0100203",0.1858
"MD0100207",NA
"MD0100210",0.1004
"MD0100212",0.3403
"MD0100214",0.5486
"MD0110001",0.3724
"MD0110002",0.5995
"MD0110003",0.0975
"MD0110004",0.3724
"MD0110005",0.6481
"MD0110007",0.776
"MD0110008",0.6238
"MD0110012",0.7768
"MD0110013",0.5995
"MD0110021",0.6128
"MD0110024",0.3422
"MD0110204",0.5995
"MD0110225",NA
"MD0110227",0.2825
"MD0110230",0.4865
"MD0120001",0.6236
"MD0120002",0.3457
"MD0120003",0.3453
"MD0120007",0.0095
"MD0120009",0.326
"MD0120011",0.1651
"MD0120012",0.3313
"MD0120014",0.1337
"MD0120016",0.2808
"MD0120021",NA
"MD0120204",NA
"MD0120207",NA
"MD0120208",NA
"MD0120210",0.4691
"MD0120213",NA
"MD0120214",0.326
"MD0120215",0.5946
"MD0130002",0.363
"MD0130005",0.033
"MD0130007",0.1349
"MD0140001",0.5138
"MD0140002",0.7876
"MD0140003",0.1195
"MD0140004",0.4674
"MD0140005",0.5138
"MD0140006",0.4511
"MD0140007",0.5138
"MD0140009",0.4511
"MD0140010",0.4674
"MD0140011",0.5138
"MD0140012",0.4674
"MD0150002",0.0576
"MD0150003",0.4896
"MD0150005",0.5049
"MD0160002",0.227
"MD0160003",0.3239
"MD0160004",0.0602
"MD0160207",0.1848
"MD0170001",0.1671
"MD0170003",0.1174
"MD0170009",0.1174
"MD0170010",NA
"MD0170011",0.4895
"MD0170013",NA
"MD0170018",NA
"MD0170019",0.1653
"MD0170020",0.4895
"MD0170021",NA
"MD0170022",0.3693
"MD0170024",0.5683
"MD0170207",0.4719
"MD0180001",0.382
"MD0180002",0.4045
"MD0180006",0.372
"MD0180007",0.4563
"MD0180008",0.6885
"MD0180009",0.3718
"MD0180012",0.382
"MD0180013",0.3078
"MD0180015",0.0916
"MD0180017",0.4223
"MD0180018",0.1971
"MD0180020",0.1928
"MD0180022",0.2177
"MD0180023",0.1971
"MD0180034",0.2202
"MD0180036",0.382
"MD0180037",0.4318
"MD0180038",0.1232
"MD0180041",0.1848
"MD0180042",NA
"MD0180044",NA
"MD0180045",0.1848
"MD0180046",0.0363
"MD0180047",0.2202
"MD0180048",0.1848
"MD0180051",NA
"MD0180052",0.3626
"MD0180054",0.3882
"MD0180056",NA
"MD0180057",NA
"MD0180059",0.0916
"MD0180206",NA
"MD0180207",0.4045
"MD0180210",NA
"MD0180212",0.7789
"MD0180213",0.0372
"MD0180217",0.4318
"MD0190001",0.5482
"MD0190002",0.9076
"MD0190004",0.3154
"MD0190009",NA
"MD0190011",NA
"MD0190012",0.3047
"MD0190013",0.3047
"MD0190205",NA
"MD0200002",0.2732
"MD0200003",0.6768
"MD0200004",0.2134
"MD0200005",0.5152
"MD0200006",0.5152
"MD0200007",0.2134
"MD0200202",0.3552
"MD0200206",NA
"MD0210001",0.2032
"MD0210002",0.2534
"MD0210004",0.3016
"MD0210005",0.1801
"MD0210006",0.1843
"MD0210008",0.4039
"MD0210010",0.6171
"MD0210012",0.407
"MD0210015",0.2688
"MD0210017",0.1534
"MD0210018",0.3917
"MD0210019",0.1843
"MD0210020",NA
"MD0210021",0.5616
"MD0210202",0.5158
"MD0210204",NA
"MD0210205",NA
"MD0210209",0.0778
"MD0210213",0.3347
"MD0210215",0.5976
"MD0220001",0.693
"MD0220002",0.3548
"MD0220004",0.736
"MD0220005",0.3245
"MD0220007",0.6762
"MD0220008",0.6432
"MD0220009",0.6762
"MD0220010",0.5362
"MD0220012",0.989
"MD0220201",0.7383
"MD0220204",0.7383
"MD0220206",0.6762
"MD0220209",0.3611
"MD0220212",0.1976
"MD0220213",0.5734
"MD0220216",0.5362
"MD0220217",0.1976
"MD0220218",0.5649
"MD0220219",NA
"MD0220220",0.3611
"MD0220221",0.989
"MD0220222",0.989
"MD0220223",0.5734
"MD0220224",0.3548
"MD0230001",0.6552
"MD0230002",0.2205
"MD0230003",0.5827
"MD0230005",0.2279
"MD0230006",0.8826
"MD0230007",0.7502
"MD0230008",0.2317
"MD0230011",0.3119
"MD0230015",0.7921
"MD0230019",0.2314
"MD0230020",0.4202
"MD0230023",NA
"MD0230203",0.4484
"MD0230206",0.4288
"MD0230210",NA
"MD0230217",NA
"MD0230220",0.7921
"MD0230224",0.186
"MD0300002",0.5349
"MD0300004",0.845
"MD0300005",0.5124
"MD0300006",0.7616
"MD1020035",NA
"MD1021462",NA
"MD1021498",NA
"MD1040022",NA
"MD1071115",NA
"MD1071359",0.5833
"MD1080029",NA
"MD1101230",NA
"MD1111096",0.3422
"MD1170001",NA
"MD1180005",0.4318
"MD1231051",NA
"090400302",0.9469
"093200067",0.8833
"093200161",0.3293
"093200162",0.8036
"093200163",0.3759
"093200164",0.4723
"093200165",0.4723
"093200168",0.7447
"093200169",0.7447
"093200171",0.8879
"093200173",0.4684
"093200360",0.7679
"093200362",0.7447
"093200366",0.7654
"093200369",0.4125
"093200372",0.8833
"093200379",0.9624
"NV0000004",0.2132
"NV0000005",0.626
"NV0000006",0.5537
"NV0000008",0.6843
"NV0000009",0.7818
"NV0000010",0.2738
"NV0000011",0.3763
"NV0000013",0.626
"NV0000014",0.3941
"NV0000015",0.6677
"NV0000017",0.6596
"NV0000028",0.6133
"NV0000030",0.4689
"NV0000032",0.3672
"NV0000035",0.8469
"NV0000036",0.0432
"NV0000038",0.5011
"NV0000042",0.4125
"NV0000043",0.5802
"NV0000044",0.5802
"NV0000045",0.7089
"NV0000052",0.4555
"NV0000054",0.2376
"NV0000062",0.4143
"NV0000063",0.3759
"NV0000065",0.8444
"NV0000066",0.4054
"NV0000067",0.8036
"NV0000070",0.4885
"NV0000071",0.4125
"NV0000072",0.8712
"NV0000073",0.4911
"NV0000074",0.7679
"NV0000076",0.3893
"NV0000082",0.821
"NV0000088",0.8833
"NV0000089",0.9469
"NV0000090",0.6173
"NV0000092",0.2738
"NV0000109",0.574
"NV0000129",0.5093
"NV0000142",0.2738
"NV0000147",0.0508
"NV0000158",0.2286
"NV0000160",0.4899
"NV0000161",0.7644
"NV0000162",0.4723
"NV0000163",0.4684
"NV0000164",0.4151
"NV0000165",0.3759
"NV0000167",0.6019
"NV0000168",0.2228
"NV0000169",0.6493
"NV0000170",0.8833
"NV0000172",0.8036
"NV0000175",0.7063
"NV0000185",0.5904
"NV0000186",0.5904
"NV0000187",0.5904
"NV0000189",0.8833
"NV0000190",0.4895
"NV0000207",0.3972
"NV0000211",0.827
"NV0000218",0.3759
"NV0000219",0.9469
"NV0000221",NA
"NV0000223",0.6152
